pathway,pval,padj,log2err,ES,NES,size,leadingEdge
HALLMARK_MITOTIC_SPINDLE,0.00329538718475236,0.00969231524927165,0.431707695803346,-0.456399135073084,-1.51601223823531,198,ANLN|KIF4A|ESPL1|ECT2|CDK1|TPX2|KIF11|AURKA|KIF15|NUSAP1|RACGAP1|FARP1|SAC3D1|PIF1|KIF20B|FBXO5|BRCA2|KIF22|FLNB|BIRC5|CENPE|BUB1|KIF2C|YWHAE|WASL|SMC4|NDC80|TOP2A|SASS6|DLGAP5|CEP72|CCNB2|PRC1|LMNB1|KNTC1|CENPJ|TTK|NET1|PLK1|ACTN4|CENPF|TBCD|INCENP|PCNT|CDK5RAP2
HALLMARK_MTORC1_SIGNALING,2.04972619601137e-08,1.70810516334281e-07,0.73376198835648,-0.626451717459524,-2.075092087559,195,DHCR7|TMEM97|SORD|CDC25A|CYP51A1|EBP|RRM2|LDLR|AURKA|RPN1|GOT1|CALR|HSPA5|TUBG1|PSPH|HSP90B1|PPIA|HSPA9|HMBS|PSMC4|ACACA|NUP205|TFRC|SDF2L1|BUB1|LDHA|CCNF|UNG|PSMB5|RRP9|UCHL5|PDAP1|MCM4|HSPD1|PNP|GPI|MTHFD2L|CANX|PSMG1|GBE1|HMGCS1|PSMD14|PLK1|SHMT2|TOMM40|POLR3G|MAP2K3|SLC37A4|TRIB3|NAMPT|PNO1|HPRT1|PSMD12|ELOVL6|PHGDH|MCM2|GMPS|HMGCR|IDI1|DHFR|PPA1|FDXR|NFKBIB|FKBP2|RDH11|TM7SF2|COPS5|SLC7A5|PSMC2|PSME3|ACSL3|MTHFD2|IFRD1|ARPC5L|DHCR24|DDX39A|TPI1|ENO1
HALLMARK_MYC_TARGETS_V1,3.50146042335053e-13,5.83576737225088e-12,0.932595211336209,-0.704258880285932,-2.33464249841045,193,HDGF|CTPS1|KPNA2|POLD2|MAD2L1|AIMP2|PCNA|PPIA|PHB|PSMC4|PRDX4|PSMD8|CYC1|SRPK1|CDK2|EIF3B|CCNA2|ILF2|RAD23B|LDHA|RANBP1|TUFM|COX5A|YWHAE|GNL3|RUVBL2|EIF1AX|VDAC1|GLO1|RRP9|SNRPA|CCT7|NDUFAB1|MCM4|HSPD1|CDC45|NHP2|CANX|SRM|NOP16|EIF2S1|PSMA2|NME1|PSMD14|YWHAQ|XRCC6|TFDP1|MCM7|SSBP1|SNRPG|DEK|CBX3|RFC4|MCM5|TYMS|U2AF1|MRPL9|HPRT1|PSMD3|MRPL23|MCM2|CCT3|XPOT|FBL|HNRNPA2B1|PSMB2|PABPC1|EIF4H|PSMA7|CAD|ERH|MCM6|POLE3|COPS5|RRM1|PSMB3|PPM1G|RNPS1|ACP1|PSMD1|VDAC3|LSM2|SNRPD3|CDC20|EXOSC7|UBA2|IFRD1|SERBP1|NOLC1|CCT5|CSTF2|SRSF2|HSPE1|SMARCC1|C1QBP|MYC|TRIM28|CCT4|PGK1|PHB2|DDX21|APEX1|CCT2|VBP1|XPO1|NOP56|NCBP2|SNRPA1|PRDX3|ABCE1|EIF4E|GSPT1|SLC25A3|PA2G4|DHX15|SYNCRIP|IMPDH2|HDAC2|TCP1|RPS5|SET|GOT2|HSP90AB1|HNRNPA3|PSMA4|HNRNPR|CNBP|TRA2B|NCBP1|ODC1|CLNS1A|SNRPD2|SRSF3|HNRNPC
HALLMARK_MYC_TARGETS_V2,1.65204506415754e-06,1.03252816509846e-05,0.643551836150722,-0.767593101524084,-2.14990135780823,58,TMEM97|SORD|SLC19A1|PLK4|AIMP2|PHB|TBRG4|FARSA|RABEPK|GNL3|UNG|RRP9|MCM4|HSPD1|SRM|NOP16|PLK1|IPO4|TFB2M|LAS1L|GRWD1|CBX3|MCM5|IMP4|PPAN|PES1|BYSL|EXOSC5|NDUFAF4|RCL1|DCTPP1|WDR74|NOLC1|WDR43|HSPE1|MYC|MRTO4|TCOF1|NOC4L|NOP56|PRMT3
HALLMARK_MYOGENESIS,0.960600375234522,0.972920696324952,0.0445961615888961,-0.222327301582601,-0.736448814017671,195,TNNI2|PC|FDPS|ATP2A1|AKT2|APP|CKB|PICK1|ENO3|SLC6A8
HALLMARK_NOTCH_SIGNALING,0.764462809917355,0.903703703703704,0.0596037042575973,0.296954805071748,0.777977702906763,32,ARRB1|DLL1|NOTCH2|FBXW11|LFNG|JAG1|FZD7|HEYL|MAML2
HALLMARK_OXIDATIVE_PHOSPHORYLATION,7.66814827060132e-12,7.66814827060132e-11,0.875325132024659,-0.688423726866383,-2.26585898973323,184,FH|ATP1B1|MDH2|MRPL15|NDUFS2|CYCS|COX6B1|MRPS12|NDUFA7|NDUFA6|COX7B|POLR2F|NDUFB7|TIMM50|ECI1|HSPA9|NDUFA1|TIMM17A|SLC25A5|SDHC|HSD17B10|NDUFS6|UQCRFS1|NDUFA5|PMPCA|NDUFA4|UQCRC1|CYC1|TIMM13|ECH1|GRPEL1|NDUFV1|AIFM1|COX8A|NDUFA8|NDUFB2|COX7A2|MGST3|ACO2|LDHA|TOMM22|COX5A|COX5B|UQCRQ|OAT|VDAC1|NDUFAB1|NDUFB6|NDUFB3|NDUFS1|GPI|SLC25A4|COX17|TIMM10|RETSAT|MRPS22|ABCB7|POR|IDH3B|PDHA1|COX6A1|MRPL34|IDH2|CS|ISCA1|NDUFB4|BCKDHA|ACADVL|NDUFA3|NDUFB1|FXN|DLAT|MRPS15|VDAC3|UQCRH|SUCLG1|NDUFA2|ETFB|UQCR10|NDUFB5|NDUFS8|TIMM8B|DLD|AFG3L2|LRPPRC|OPA1|MDH1|COX7C|UQCR11|PHB2|CYB5A|IMMT|VDAC2|OGDH|SDHB|NQO2|IDH3G|PRDX3|CPT1A|SDHA|SLC25A3|MRPL11|NDUFC2
HALLMARK_P53_PATHWAY,0.398692810457516,0.542997542997543,0.0965629554309422,0.296957135430396,1.02546053992158,192,TGFB1|DGKA|SOCS1|CGRRF1|CCND3|TSPYL2|RALGDS|ADA|DEF6|CDKN2AIP|APAF1|PTPRE|ISCU|CD82|RNF19B|PRMT2|TNFSF9|WWP1|PPP1R15A|ZMAT3|TXNIP|TRAFD1|NINJ1|DRAM1|F2R|ANKRA2|GM2A|PHLDA3|ALOX15B
HALLMARK_PANCREAS_BETA_CELLS,0.941056910569106,0.972920696324952,0.0491927521045191,0.238082863736806,0.601120955106502,27,STXBP1|AKT3
HALLMARK_PEROXISOME,0.0659340659340659,0.113679424024252,0.237793834423688,-0.445656510504916,-1.35272258270494,103,CTPS1|FDPS|ECH1|FIS1|SLC25A17|TOP2A|ISOC1|CLN6|SOD1|SLC25A4|RETSAT|IDE|SLC25A19|IDH2|IDI1|PABPC1|RDH11|HRAS|PEX13|DHCR24|PRDX5|PEX14|CRABP2|SMARCC1|SLC35B2|HSD11B2|EHHADH|PEX5|YWHAH|ALDH9A1|FADS1|ERCC1|CADM1|CNBP
