"","R-2_C1D1","R-2_Week_8","R-6_C1D1","R-6_Week_8","R-16_C1D1","R-16_Week_8","R-13_C1D1","R-13_Week_8","R-10_Week_8","R-10_C1D1"
"IGFBP2",-0.612712256330945,-1.06630184708087,-0.0511685090815208,-0.52229461771247,0.628252315426718,-0.513031882503044,2.19916227240501,1.02240877464045,-0.748031351760359,-0.336282898002966
"PVR",0.000536713463807286,-1.43643054972604,0.913969801168273,0.00258112907790108,0.73620390498441,-0.615038619023413,1.78697575522731,-0.676996178236824,-1.15468557002134,0.442883613085908
"ANKRD65",0.732659637823431,1.74459340103028,-0.241837427992972,0.16356356997639,-0.0650716205790726,1.25787860881399,-1.19735530925319,-0.558833153962355,-0.519547219265203,-1.3160504865913
"SHANK1",-0.997377332449176,0.168065126671829,-0.929275629035421,-0.774157251093553,-0.140588795662525,1.70444735597425,-1.03493479496242,0.768389946160894,1.38078693138625,-0.145355556990124
"GINS1",0.943289248280784,0.0269632540987044,0.777650140265713,-0.00936336701169417,0.744200464968587,-1.44790360370812,-0.393049063261461,-1.28144714112363,-0.874576710923694,1.5142367784148
"RASGRP1",-0.405830459472876,1.27720612741388,-0.0906332186943539,0.102290602650523,-1.38247948602763,0.52644672481667,-1.87817971428807,0.788251128110625,0.907739016938802,0.155189278552428
"SLC29A4",-0.853625689518417,-1.62823410216108,0.152678598907992,-0.447273442891044,1.33093246961323,0.25701656090037,0.948064883674454,-0.613941211485335,-0.552257545113508,1.40663947807334
"SH2D4A",0.288538094904537,-1.8018913536092,0.292696954058062,0.352533200446265,0.696179303856218,-0.770518135523482,1.5605621536398,0.182424596572762,-1.29260913769782,0.492084323352863
"AGAP2",0.35473083027261,1.45535051455385,-1.14630412368692,-0.416028440437334,-0.368420437628038,1.31497005746449,-0.914994535637831,-0.680813229962553,1.20644392386293,-0.804934558801206
"CCDC36",-0.756485611039308,-0.377629957303303,-0.493072973570558,0.329430619448184,-1.06728988991454,1.03705226128938,-0.817739778925864,0.859972798304322,1.96273927711023,-0.676976745398535
"ITGA8",0.197142433804629,1.06961562462597,-0.952767090169019,-0.540372546897219,0.79037736692591,1.90600272110302,-1.0585950427156,-0.747648124555586,0.147632570794142,-0.811387912916249
"DNM1P46",0.159146912614976,1.52697449676413,-1.23260630972232,-0.952440973964447,0.110268168289595,0.994056393009403,-0.867880272490004,-0.582738131200811,1.3623581649939,-0.517138448294418
"SLC16A14",0.453087264276077,-0.0705656677338441,0.113105068089102,-0.29192088436615,1.43470174275439,0.0162532554467784,-1.12871486370351,-1.67602671514439,-0.396731919396057,1.54681271977762
"GLT8D2",0.195156358923972,0.379672582539656,-0.640479332600124,0.239773267176024,-0.666405405311461,0.686541961080868,-1.89747530076614,-0.276251340906806,1.93808722149921,0.0413799883648006
"CCNE1",2.14007172426742,0.369846414055354,0.525807516484306,0.260852202872629,0.463011095905873,-0.874320842716612,-0.771030282943274,-1.18778710542304,-0.97581274028453,0.0493620177818783
"DHTKD1",0.600593093220835,-0.860877907083747,0.678863799630081,0.514983765521904,0.492327425063153,-1.17358529420518,1.8564658734461,-0.315547785405012,-1.34302151941122,-0.450201450776914
"POC1A",0.999999691869926,-0.304498592747871,1.04844253195377,0.471891624716414,0.318588939119515,-1.66356343116244,-0.187055310711156,-0.902028628859635,-1.08335844516699,1.30158162098847
"ANXA2R",0.300695370456589,1.71517286181969,-0.32190162308224,0.201748648861811,-1.03600110938664,0.833582885887787,-1.04233956562437,-0.609241824470687,1.11860805735045,-1.16032370181239
"RNF43",0.129803702985427,-0.779303382083585,-0.323694645744007,-0.480062160621016,1.23867031768282,0.00317682656512005,1.51668440525979,1.10638811630521,-1.39792426403103,-1.01373891631873
"BTBD11",-0.353275690917061,1.79637995316416,-1.0539555382053,-0.806143101915364,-0.712242655005337,0.302030594795751,-0.981913331923527,0.503536735342047,1.43350840825559,-0.127925373590957
"CYP51A1",0.582025107411873,-1.06714127460564,1.25849720293902,1.12897997920819,0.879274921363771,-0.936746208685101,0.748807926409472,-0.894332182148894,-1.17291837606083,-0.526447095831841
"PDE1A",-0.857422032299593,0.118120182642529,-1.26235679323274,-0.752073986053156,-0.873461086487562,1.13482943757648,-0.00279266765179929,1.53349230664048,1.26407465508706,-0.302410016221703
"C19orf57",1.36977255248421,-0.673921858117603,0.839930634916733,0.0362549015107806,0.724007410611317,-1.62673370024671,0.46121855634269,-0.0693756520243266,-1.53350890141742,0.472356055940332
"PREX1",-0.545046973368663,0.589984506453425,-1.13908396239682,-0.631511680939813,-1.38522562761374,0.914950967784258,0.0615691882670566,1.62353078085741,1.007885487207,-0.4970526862501
"GPR125",-0.371061210302771,-1.67524127502383,0.856960086262318,0.732075119145331,0.722910192517877,-0.834736019081846,1.64708521015292,-0.251750406771316,-0.886711749695845,0.0604700527971522
"PCED1B",0.604262203907666,1.72805284369116,-0.937088958708239,-0.649829363775103,-0.725659034185375,0.841535222119316,-0.856314693466715,-0.263951897864219,1.1965113082301,-0.937517629948586
"RIPK3",-0.0843335810658211,1.00333911095189,-1.25359485797396,-0.811307395014537,-0.759025973764015,1.37692242158607,-0.148571695331305,0.71492803616224,1.15353499585819,-1.19189106140874
"ZBTB32",1.22297994040652,1.96838533136919,-0.962729762315139,-0.531278235481927,-0.309879725647725,0.101912148895604,-1.04807654634886,-0.77230084340955,0.696800300851361,-0.365812608319471
"PON2",0.0558272149959092,-1.44689913855765,0.888287407307674,0.716418703036223,1.31411148439731,-0.677046348194976,1.27994578057242,-0.753592525296822,-1.05010296205132,-0.326949616208765
"FGF11",-0.141972508691421,1.01726235886517,0.27452285576304,1.57186150048688,-0.297866088967483,0.4920717667807,-1.82488837742907,-0.531646965823388,0.526166314533927,-1.08551085551834
"STRA13",0.180582304342841,-0.615090119374893,0.139832841600094,-0.271408839155092,2.30460323857106,-0.553881375096435,0.70563832033446,-0.915367899447901,-1.21780019339645,0.242891721622322
"NCAPG2",1.07644400983088,-0.0264709277603929,1.06165858523583,0.528224519745597,0.542960059308027,-0.881602579477644,-0.831897819239592,-1.86648957509477,-0.545620081346961,0.942793808799029
"LRCH2",-0.0345139166376778,0.821858639851338,-1.00559809938442,-0.645049664985771,-0.152125717861998,1.32319899241908,-1.62971092396734,0.421459893483305,1.42055575445208,-0.520074957368614
"ABCB6",0.177149837625138,-0.961062961631046,-0.676448469129074,-1.24932147148515,1.65387686825171,-0.830827001729742,1.05712071687812,0.324020618089949,-0.538061397473592,1.04355326060369
"RAI2",-0.3993176905,1.24797318034204,-1.4541091012327,-1.40916997902695,-0.441076213193185,1.0044845017526,0.0252740488689929,0.688460743567387,1.15385870155443,-0.416378192132612
"SCN3A",1.23848269567048,2.09308069104427,-0.875881261175517,-0.442353758132651,-0.165423460648037,0.285435566974845,-1.21479719351121,-0.310111913884891,0.0539006623081234,-0.66233202864542
"LAYN",0.487836862991417,1.63968474951745,-1.32475486832283,-0.626224233669658,-0.0872220597175005,1.03502581134566,-1.44985876898454,0.187862479639398,0.660675594921925,-0.52302556772133
"PAPLN",0.224794792735728,1.59477023478686,-1.63953532400805,-0.610690428392117,0.310218949200315,1.32630940531464,-0.531122524537326,-0.303182921951445,0.537677144304179,-0.909239327452795
"TRAF1",0.231962867300073,1.78472701858201,-0.994429530306592,-0.889259352065946,-0.381626929401163,1.19731406187503,-0.968949394535407,0.148478218911602,0.782337569555001,-0.910554529914599
"MCF2L2",0.284785689409327,2.03405818605092,-0.994970534455688,-0.754327915234984,-0.39260465547605,1.17535127616573,-0.952517864439838,-0.418378241421899,0.559045019814714,-0.540440960412232
"VAV3",-0.134572751439287,1.32704974590285,-0.955261195237838,-0.763343962370565,-1.61366865434365,0.660566673609984,-0.449863954429472,1.13329265957818,1.06196266657619,-0.26616122784639
"ARHGAP11B",0.955719700265177,-0.0837910617796316,1.42229175425303,0.760557304567043,0.224784186084629,-1.1797146916057,-0.84792481774543,-1.4830132203965,-0.623019666297475,0.854110512654859
"LOC399715",-0.527807605157636,-0.0579165878512598,-0.297943723573051,1.49727424485453,-1.59808567160492,-0.460444573880065,-0.173571779749103,1.64883524849739,0.645258899812234,-0.675598451348127
"NR2F1",-0.0143746466423562,1.00827178773974,-1.43277844716094,-1.12882244176064,0.234651536332959,1.08575874629529,0.846890758797159,1.03011142070579,-0.417472270175579,-1.21223644413143
"TIMM8A",1.11814527376859,-0.784177875703978,1.2668399821374,0.684880714743662,0.853126219729198,-0.974262706921615,0.583710528330343,-0.738793659906123,-1.4937859082481,-0.51568256792938
"MYO5A",-0.776279971457253,0.675582743250521,-0.632751584823445,0.0165829375440541,-1.02233530685396,1.15174595990164,-1.18041085907873,0.000956385053734809,1.9356629827281,-0.168753286264659
"SV2A",-0.321208701533022,1.57824980314503,-1.37906808332829,-1.08534404233784,-0.178210402843195,1.00172306774118,-0.873216409840932,0.391610675007646,1.14003825364247,-0.274574159653062
"TYRO3",0.297710096623472,-0.583008510431175,0.784248421932468,0.0549199970595732,1.91708313834867,-0.500962635791481,-0.725871282544015,-1.42121631480753,-0.767258103358397,0.944355192968428
"CBLB",0.129274373210686,1.1772082271078,-0.949505887447214,-0.351549663554553,-1.1832170781433,0.792288240239568,-0.889644741966433,0.940994284238093,1.35278902028972,-1.01863677397436
"DDHD1",-0.483605329626757,0.954028857028013,-1.44046109968376,-1.06525838276961,-0.323300163126207,1.1345140087141,-0.520186502609431,0.779764279477433,1.45970946947328,-0.495205136877063
"CBFA2T3",0.197383025066837,1.51309206711231,-1.66189531715813,-1.36312452491546,-0.246587168617107,0.518616472523874,0.332109391407156,1.18859760235581,-0.0336388945057003,-0.444552653269599
"SLC19A1",0.155396692360627,-1.34913820108191,1.20019162903953,0.722665210389472,1.1399525826504,0.162603630746527,-0.246176335391659,-1.54430367252122,-0.955005109667236,0.713813573475473
"DOK6",0.11388574572328,0.889109504402111,-1.71489551022477,-0.752805229650179,0.190231859899711,1.49070224975299,-0.393504319191966,0.932230002022949,0.371413434060083,-1.1263677367942
"GMNN",1.61101437339571,0.351416652409128,0.528427039513413,-0.0822721570177993,1.2583822855444,-1.15703797555904,-0.275434205253262,-1.38620813928037,-1.02232416161896,0.174036287866773
"COL27A1",-0.337752778233687,-1.59028533174528,-0.0924870454476415,-0.481114657361635,1.73686791415817,-0.39205155889065,0.377793809037626,-0.427741859646717,-0.369402990783761,1.57617449891359
"JADE2",-0.770237679320455,1.10005535409115,-1.17869255279655,-0.705113742009938,-1.13174790348317,0.559471092500703,-0.0616787806956065,1.69411342890801,0.847119685248273,-0.353288902442424
"FAM228B",-0.350723964480836,0.901278159934295,-0.316825878137058,0.283747633065955,-1.05435676463295,1.41150862841011,-0.250424877646695,1.16365293039126,0.0454226841207592,-1.83327855102484
"ISOC2",0.526790608951035,-0.946372524335703,-0.332757587606224,-0.753378482789579,1.36296103056891,-0.543716048869389,1.80680870923206,-0.997795595909179,-0.664433479513809,0.541893370271868
"C1orf112",1.06574712433623,-0.197862351908329,1.23463088499071,0.434835324662448,0.743393276096909,-1.44506032959822,0.0609051602451485,-0.935448196849888,-1.51259195282423,0.55145106084922
"GPR124",-0.526814298439826,0.525258448766702,-1.13426242823877,-0.916914592198587,-1.13506047041017,0.884134701638813,-0.555486002104048,1.44604909358922,1.35892343107993,0.0541721163167335
"NFATC1",0.0867942205179386,1.60507187959758,-1.59998902422082,-1.17135302683021,-0.226608338103651,0.726637782813939,-0.751019906782066,0.187549815906607,1.14263665047463,0.000279946626048532
"ARMC6",0.185848531063085,-1.15765600605758,1.34657870720534,0.154370684891679,0.688034612345321,-1.06624913641065,1.56678222739786,-0.951534454611037,-0.895031410222048,0.128856244398016
"KLHDC1",-0.681989229029511,0.826302228798832,-1.34169053744985,-0.866965985586415,-0.993041737697416,0.5808373553933,0.830674704879054,1.57948658551556,0.661622278517859,-0.595235663341401
"CNN2",-0.0473966621015302,1.24555699099622,0.487709086919907,0.881808166183166,-1.97334426850839,0.228963878122436,-1.31751652398801,0.366131028699261,0.614624961403912,-0.486536657726971
"VIM",-0.819196892252472,0.429495227306849,0.0518060459483799,0.505370164470549,0.268176437178408,1.00014723413299,-1.91840608772181,-0.950660106412798,1.49219483017222,-0.0589268528223104
"ZNF506",0.569917450660156,1.42795363016016,-1.66659490273217,-0.954295949414698,-1.24258375749682,0.663619676941503,0.0505588147848832,0.695615072888649,0.659877114033005,-0.204067149824676
"DENND2A",-2.2070627925694,-0.467056640143721,0.181940602937087,0.727770404802517,-0.448461437175889,1.16407756711682,-0.209682652200957,1.23467415777025,0.345902795368342,-0.322102005905046
"ATP2A3",0.559179560893064,1.76472316918121,-1.48165585747259,-1.21470268208498,-0.655167981210608,0.744121984416278,-0.493417511721721,0.612603785677595,0.461009334397519,-0.296693802075774
"SH3BGRL",-0.881890336048002,0.103247499457242,-0.825147167697084,-0.197984431056653,-1.3377979370244,0.196231663123728,0.275708161552154,2.06327229645291,1.0596761003706,-0.455315849130491
"SNX25",-0.136832731292704,0.82729358533068,-1.32944270358572,-0.535936940682877,-0.19297928029229,0.98374891448674,0.466876131065995,1.71514581319315,-0.418654639384942,-1.37921814883803
"ALDH7A1",-0.668679756164577,-1.25424375923701,1.47875481035204,1.24804599489959,-0.360886585214904,-1.10474033690741,1.1009798502927,0.288635503624199,-0.766644732470377,0.0387790108257494
"TMEM204",-0.798248867094285,0.833972413348623,-0.568577295129806,-0.148900587011161,-1.26503594385859,0.981975685941903,-0.320443706420783,1.85250187807068,0.445046527949119,-1.01229010579571
"CA5B",-0.868896572390617,1.25834293876889,-1.02388114673889,-0.431766277875447,-0.878317421309812,1.17237807637937,-0.744084236356881,0.20107254242789,1.61204479860421,-0.296892701508705
"C11orf63",-0.646771687050791,0.672978218139063,-0.952158255050552,-0.713455451645562,0.037862456302325,1.33826665436937,-1.27912811963151,-0.650652542883357,1.57428490047248,0.618773826978551
"PLEKHH2",-0.990191900222417,0.10173246232896,-0.738976157178879,-0.1272858717998,0.735306499226447,2.28405762635223,-1.23484169848795,0.214358951333293,0.0885112987379418,-0.332671210289815
"CREBRF",-0.452141822484033,0.762907141143699,-1.37936666068757,-0.595519948417212,-0.843575761096174,0.960361558055153,0.418554189829821,1.28403560903053,1.03734878452485,-1.19260308989905
"HLA-L",0.207777889890163,0.837178619739581,-1.26481808234199,-0.74912981881669,-0.692809375702125,0.0580910933337113,-1.0512009159419,0.0153447103289385,2.03488006327368,0.604685816236641
"FCHSD1",-0.0593485065781396,0.681548733239051,-1.83828086597343,-1.25132667716872,-0.228360028376148,0.905456274512029,-0.544354365462464,1.14873186282149,1.03779761307136,0.148135959914973
"MDH2",0.60569145209966,-0.916311746747127,1.29427213174447,1.07829828345696,0.0986237086713416,-1.49625059413434,0.99322409853865,-0.643108205480702,-1.13671340277198,0.122274274623056
"GAS2L3",-0.317362178148093,-1.1339167227765,0.724948793437938,0.348001713201549,1.08795617977556,0.219247873736806,-0.576156890993228,-1.86621759244126,0.134224039879278,1.37927478432794
"WBSCR22",0.931134321447582,-0.374540458861799,1.44176559458645,0.958088542445305,0.663745678319958,-0.962540992988184,-0.727387906428683,-1.52394243212363,-0.792652699470199,0.38633035307321
"CYCS",1.3328079370468,0.290573769534817,0.841124360978705,0.0755253695822362,0.320632462596114,-1.11394593565761,-0.292057290479179,-1.96627344553014,-0.451269406989973,0.962882178918251
"FAM102B",-1.44994322233791,-0.167829393144345,0.224544967291677,1.43401726310032,-1.54886564036477,0.124972195587985,-0.292153141167615,0.405638902407649,1.43861491102817,-0.168996842401171
"CALR",0.722985818286311,-0.670026276516712,0.591350200288378,-0.59756368667462,0.133748076979508,-1.33541910315558,1.09758138884174,-1.09595790260087,-0.530030187489378,1.68333167204122
