"","R-2_Baseline","R-2_Week_8","R-6_Baseline","R-6_Week_8","R-4_Week_8","R-10_Baseline","R-10_Week_8","R-4_Baseline"
"PYHIN1",0.0631359177443039,1.37576319566717,-1.15056990135721,-0.268305568466689,0.439418763452718,-1.11880661814655,1.34094192118711,-0.681577710080843
"TOX",-0.0475857296015181,1.47877644811945,-0.375010797320488,0.349265395691586,-0.21302919795252,-0.998528832317186,1.2234917000498,-1.41737898666913
"ITK",-0.000154743291927943,1.39611602449873,-1.10133106963142,-0.230552804958647,0.608903882842179,-1.24592766472189,1.20776083073203,-0.634814455469044
"CLEC10A",-0.305756696885211,1.3956290298279,-1.05427065287158,-0.47023926508995,0.608526044806229,-1.19484618793807,1.31886682047373,-0.297909092323051
"CD8B",-0.337670218509749,0.966029460430838,-1.1814436732038,-0.195123438642487,0.680327372761001,-0.108311446444808,1.50738894575229,-1.33119700214328
"FASLG",0.288921388454109,0.852391009134693,-1.01232192820694,-0.158227025090848,0.917632403720112,-1.17632441486462,1.34248060243819,-1.05455203558469
"CST7",0.0129326908726996,1.14240436682681,-1.07282548141346,-0.347501087566785,0.565427567470536,-0.948555664168969,1.54748413676693,-0.899366528787754
"C3orf52",0.848275372149986,-0.777097258244683,0.165185380464088,-0.123530858537981,-0.993822019595512,0.8199461639813,-1.37875934249193,1.43980256227473
"FAM83B",1.48466836643511,-0.356643093257083,0.827814706450266,0.86401927292518,-0.974964766586255,-0.715676322440778,-1.3184138736462,0.189195710119757
"EOMES",0.123781994027389,1.27330702246389,-0.870335925659992,-0.298529754096302,0.481740829792962,-1.20173099239372,1.41199097577674,-0.92022414991097
"UBD",0.34474154957821,1.22965507969869,-1.07918637351166,-0.427697102999701,1.11078255172544,-1.48901010728468,0.666372324173418,-0.355657921379718
"MMP1",2.3568426095931,-0.426750119505801,0.022594028520909,-0.61279189952081,-0.802191409634952,0.11539879806892,-0.418892193007285,-0.234209814514082
"ADAMTS8",1.05095780202531,-0.365524308411738,-0.366137994316262,-1.22149894411387,-0.837463038242894,1.7369123128379,-0.45554219732941,0.458296367550963
"LY9",0.134623497728953,1.54845274475575,-1.03300068484842,-0.279183136948971,0.203379600814592,-1.155265034511,1.26372822857533,-0.682735215566246
"CD3E",0.290550533734707,1.36128432338769,-0.993556420634088,-0.259835187085144,0.561188631825349,-1.36292796558881,1.13812748859378,-0.734831404233479
"SLAMF6",0.414403391821609,1.51527617133421,-1.03986629555924,-0.365502970291091,0.353927618099763,-1.19620229948011,1.08380061870195,-0.765836234627089
"BEND4",0.209720600235536,2.01203297581816,-0.590747251396877,-0.325789996777244,-0.0458518607390849,-1.11530635818386,0.701350574781291,-0.845408683737912
"SCML4",-0.0958688841802481,1.39000504408397,-1.14445988384177,-0.298830502807441,0.530946269872601,-1.18640975053117,1.30962086567883,-0.505003158274763
"BTLA",0.193216118919496,1.85889424043294,-0.780368338672458,-0.587185033228145,0.193253650981122,-1.0260238112812,0.92626951679277,-0.778056343944522
"UBASH3A",-0.0498591240284086,1.1676021203051,-1.30177920354664,-0.29192466854451,0.803971873620455,-1.23385066553678,1.25146202413563,-0.345622356404845
"SIRPD",-0.318833699014774,1.33123355655116,-0.874680451755837,-0.00645569660908502,0.136648136919657,-0.916581062232328,1.60727562164664,-0.958606405505436
"KLRB1",0.139531516617074,1.18642430019579,-1.11668061942745,-0.558504575802365,1.06815435087296,-1.34838869136513,0.969257375296668,-0.339793656387543
"CD2",0.119912150673318,1.22944913921225,-1.01869703425637,-0.289344829964731,0.806995642133124,-1.41104984219287,1.16226833941925,-0.599533565023967
"CKM",-0.484605055240269,-0.879165898964064,1.62446535788062,0.271335279039639,-0.488988124754786,-0.698720578767993,-0.753233430572426,1.40891245137928
"FCER2",0.511725148104385,2.19359050621215,-0.741262156580969,-0.717443916797928,-0.235094671872121,-0.73979903874796,0.197770470224931,-0.469486340542491
"CRTAM",-0.0882136089406722,1.42511851974004,-1.00565430354022,-0.390226834488957,0.240460397146669,-0.96619483066726,1.51003125374378,-0.725320592993386
"MIR205HG",0.940616915033647,-0.59690087588619,-0.708755188966475,-0.844969750981359,0.622024754620349,-0.298576172030664,-0.912002881587733,1.79856319979843
"PDZK1",0.85758445898637,-0.819572075277,-0.625896043952345,-0.650799755788626,-0.0049706314804255,0.673394878086391,-1.1573476594741,1.72760682889973
"BEST3",-0.355614580115513,-0.605337789976121,2.20526697597334,0.25994324237492,-1.01144887109921,0.343413508394597,-0.625156922028151,-0.211065563523859
"COL4A6",1.56482066729433,-0.338108140789655,-0.737924305902042,-0.85214166860056,-0.337733796668175,0.0487200612844014,-0.864847941681332,1.51721512506303
"KLRK1",-0.0401818462055796,0.863433667648199,-0.997927756006933,-0.135177109190693,0.459686301139058,-0.99021860038392,1.77919357830302,-0.938808235303151
"CLDN1",1.33976916535622,-0.905194267430213,0.825246740292133,-0.035111053996324,-0.203652636698662,-0.694954020197413,-1.41320587038099,1.08710194305525
"SLAMF1",0.549284009643854,1.645825489237,-1.06885694057887,-0.492306842673236,0.47097175042955,-1.17029988028512,0.743736465665123,-0.67835405143831
"P2RY10",0.423979746641402,1.54431793401141,-0.985971678834661,-0.534629810768942,0.378623012577206,-1.1425453948712,1.07424333748015,-0.758017146235369
"PVRIG",0.168759503576993,1.51150022909118,-1.16252437064667,-0.397585378789857,0.555801233503849,-1.10014733065455,1.09757530392641,-0.673379190007349
"WT1",1.21181049128745,-1.1858508051381,0.0494430892347551,-0.758414847535266,-1.26097156166557,1.24701999734821,0.631013402954128,0.0659502335143901
"RAB37",-0.0237822553375382,1.65231541116388,-1.19878621252506,-0.511975157880253,0.0123756977618026,-0.544001686179104,1.32809842821217,-0.714244225215904
"CD27",0.321694634185638,1.63795058610859,-0.933407700358097,-0.468161583128643,0.141075620451451,-1.00825642508956,1.16424272745065,-0.85513785962003
"TIFAB",0.0255614940659687,1.4167403257733,-0.930652836183827,-0.717074990138011,0.618245170556852,-1.10315755456941,1.28708612060624,-0.596747730111117
"GVINP1",0.11068068404647,1.49151667308497,-1.11968745428177,-0.154106222900051,0.581566639954904,-1.21904551970504,1.05276463174933,-0.743689431948816
"CD5",0.0962550168351153,1.58241717828245,-0.993319052461886,-0.464009690461666,0.667854005919797,-1.29800994564466,0.935939050817988,-0.527126563287143
"TACSTD2",1.01211801037183,-0.615231057101531,1.03285040829788,1.0842919237116,-0.840367111676513,-0.395799003849814,-1.55416326690298,0.276300097149531
"GBP5",0.50066258250388,0.529105877683561,-1.20694065160007,0.0904714454782747,1.01666254866994,-1.15674331941493,1.25512635748615,-1.02834484080681
"CD209",0.150028020845429,1.42826488264132,-0.874576498693316,-0.156536473218504,0.235072723258351,-1.29491743556974,1.32513554333749,-0.812470762601025
"C5orf20",-0.0247418829696871,1.59577505939363,-0.845878257795921,-0.743877687516095,0.448728520851519,-1.02999822374443,1.23321021151694,-0.633217739735945
"CST2",-0.543347348439176,-0.993371976237211,0.490374662239925,-0.286061070043985,0.147275349774956,0.114360261664757,-1.01181319866507,2.08258331970581
"GPR18",0.186370662446298,1.93892933785623,-0.730506399533215,-0.591109714389514,0.276581325585861,-1.13230280882644,0.719851583938726,-0.66781398707794
"GP1BA",0.621954120357005,2.08100067360148,-0.623935417313477,-0.734668380645832,0.176043078605643,-0.865876879372458,0.0962068194830532,-0.750724014715416
"AARD",-0.427365062376291,-0.946830833316111,1.20935443464847,1.18408194390517,-0.386312546297198,-0.537884471954315,-1.19058965665957,1.09554619204984
"IL21",0.109484995514032,1.33198991030346,-0.790796608941064,-0.671404851734716,1.46311765336811,-1.07757195842205,0.437772285261207,-0.802591425348988
"S1PR4",0.413030620704973,1.43724780085693,-1.27365159397035,-0.588686330465739,0.731781997337818,-1.04631396405552,0.908740464397385,-0.582148994805494
"CD96",0.343321293214125,1.17614710951529,-1.01468822779928,-0.193072994239736,0.696078021072935,-1.55430902098091,1.1045842896323,-0.558060470414729
"CD52",0.100834043662271,1.45450144756016,-0.825334691822957,-0.410295799161126,0.688533085493703,-1.56837921875366,0.96343277290619,-0.403291639884579
"C14orf64",-0.673253892516457,2.1093981890198,-0.62764441403665,-0.219697209600573,0.241269819659721,-0.932167217289378,0.65213204390085,-0.550037319137314
"GZMM",-0.27615537412426,1.43637982236583,-1.37374699946456,-0.387699360464486,0.7382748914977,-0.650625954947134,1.18490745315911,-0.671334478022197
"GAL",1.27563707035277,-0.747676097615444,1.33597457419772,0.617967554337983,-1.09239202149888,0.269313134554407,-0.777838002325565,-0.880986212002979
"ZAP70",0.229379487852161,1.32463191927874,-1.36790017210323,-0.422770320969229,0.711708200168622,-1.08566469906451,1.10256170637677,-0.491946121539326
"CD48",0.0858492785546118,1.37770378657302,-0.797183421855895,-0.342230945958595,0.634871392605161,-1.42380248728871,1.18204022543834,-0.717247828067932
"CD40LG",-0.0600108060004771,1.98543282149798,-0.740555615132746,-0.562467773927199,0.696543916366703,-1.21473846588633,0.282166106834581,-0.386370183752516
"MYO7B",-0.508578737494881,1.36117431777632,-0.266649720742837,-0.183331824370795,1.36754710210565,-1.43346514218924,0.464956836677889,-0.801652831762119
"TOX2",0.1617275835683,1.71684353509103,-0.833571587523479,-0.333628746889186,0.12755066469951,-1.24732189467647,1.08869617803145,-0.680295732301159
"CXCR3",0.27013048573848,1.15725486695316,-1.03209749514906,-0.518039568055245,0.851970514949037,-1.14624311860262,1.23989927534541,-0.822874961179165
"CTSV",1.48288615990816,-1.35112116964151,0.767822264696713,0.286521631648058,-0.894315625146397,0.275594156601203,-1.07967038221816,0.512282964151937
"PRKAA2",1.90826253290574,-0.396515677799891,0.114585601683585,-0.680264192529351,-0.936840819330446,0.0407456506897372,-0.985413694203286,0.935440598583901
"PRKCB",0.379298346459215,1.50085271276729,-1.1839342595843,-0.564211078030211,0.555924394141741,-1.26536553336532,0.923785316063496,-0.3463498984519
"CXCR5",0.476622711894684,2.20894438159248,-0.602117671111887,-0.650861432395844,-0.346450042069278,-0.629875243719972,0.265007032931384,-0.721269737121565
"COL4A5",0.776531000363808,-0.90437994732982,-0.11268078850133,-0.433854111909014,0.148081449815409,0.949408347222589,-1.68894197539045,1.26583602572881
"RGL4",0.172729973707096,1.49245825307339,-1.1413392584211,-0.44576236323934,0.580492372924651,-0.856022332909811,1.13605859547512,-0.938615240610001
"PTPRCAP",0.350471055275081,1.50356212134644,-1.22471067157006,-0.540091150331975,0.626047312829484,-1.08379898226716,0.955751318649262,-0.587231003931078
"CCL17",-0.596201231956075,1.56462191337225,0.347969565277069,0.789962635432914,0.372601751665554,-1.53099169509982,0.0355742553273421,-0.983537194019237
"SEPT1",0.284049466055312,1.52097127117677,-1.17968552438703,-0.424188088963216,0.492538333927058,-1.1893694609429,1.03977753597915,-0.544093532845148
"MYOM3",-0.607524170178513,-1.42246374604912,1.50942503079759,-0.210456014729342,-0.353871304147299,0.605583762299193,-0.676324860163179,1.15563130217066
"CA3",0.824411167941132,-0.848468998395462,0.237970512358354,0.192507856094983,-0.700749990270567,-0.237293065627276,-1.28629820028627,1.81792071818511
"CD6",-0.165667583515302,1.29307110142579,-0.552602230790071,0.016629370934978,0.767963513558331,-1.76990795642353,0.976059299267461,-0.565545514457665
"B3GAT1",0.034264268641219,1.32703976524263,-0.686989197075859,-0.109238472675439,0.936294085816382,-1.25653693879857,0.94257169571355,-1.18740520686391
"CD69",0.107640515572227,1.42667871594233,-1.01946188116918,-0.375774975522233,0.779503775462423,-1.31186926796125,1.02323973328328,-0.629956615607602
"KCNK15",0.25284695209499,-0.7564473417175,-0.848995655458435,-1.07517044544872,0.959175951618503,0.835929720894379,-0.838689908671449,1.47135072668823
"CNR2",0.277817426620858,2.26150560839552,-0.631799407187217,-0.68069921240265,-0.239850293440733,-0.628045703795388,0.28394898556044,-0.64287740375083
"KLRC4",0.381683110486275,0.891668999997715,-0.947057645346483,-0.235356531961274,0.51898748322655,-1.26469090736015,1.55697281820352,-0.902207327246151
"CCR4",-0.0283964557092271,1.75038088864617,-1.07662423775124,-0.627602020107125,0.709913639792302,-1.06320195527123,0.755851088481153,-0.420320948080796
"HGFAC",-0.537814381500254,-1.37056295463732,0.245821136310716,-0.439157514549662,0.481780650008601,1.00374485177046,-0.946809325431051,1.56299753802851
"IL2RG",0.459365857434514,1.30155683777606,-0.985250868889123,-0.396778391406773,0.655680319462768,-1.44194702871333,1.03274514935516,-0.625371875019276
"LMOD3",-0.526445427635425,-0.958217807840268,2.19856556275428,0.374810442468134,-0.231799655617133,-0.364873015851253,-0.757187984239681,0.265147885961344
"GFI1",0.454284809935058,1.16238264876927,-1.16679375349403,-0.239372823196628,0.77434179335092,-1.41046515651849,1.03262538375519,-0.607002902601286
"EPHX4",0.760024874071408,-0.770026170509205,0.124835680659606,-0.515020813928342,-0.834682821175022,2.07185558486742,-0.741786735926754,-0.0951995980591121
"CXorf65",-0.191980836975526,1.62257236191431,-0.965713980344551,-0.465831979078719,0.469525177795959,-1.15664266215469,1.17644263310034,-0.48837071425712
"TBC1D10C",0.214675157610784,1.35329855622513,-1.19447097857637,-0.564799543690808,0.792372837301893,-1.23402196581899,1.03263040446221,-0.399684467513856
"MMRN1",-0.946761041652439,1.11407013180349,-1.35243272242779,-0.239295243324969,0.133527084837265,-0.1276446570808,1.69311509246011,-0.274578644614858
"NCR3",0.553982261513063,1.97264391531841,-0.872861765299028,-0.494501717700085,0.102250838582689,-1.15638118364456,0.417625778916699,-0.522758127687186
"SLFN12L",0.357886921893422,1.25159625492875,-1.52593820152346,-0.285316244256756,0.535142670001812,-0.865361696373397,1.19303226442745,-0.661041969097825
"SCIMP",-0.2958825335373,1.5169241677214,-0.444446861021925,-0.0787142361079531,0.626768247488683,-1.5313771320293,1.01120308872273,-0.804474741236336
"SSTR3",0.496439588784357,2.18163193693715,-0.886213232328715,-0.605543153932875,-0.174765649819385,-0.551046723992325,0.217937471917796,-0.678440237566001
"EBI3",-0.383084505124712,1.57372628195794,-0.221268018369442,0.310218345363843,0.872088251275281,-1.6790816880758,0.28327208139156,-0.755870748418666
"GRAP2",-0.0904745999154755,1.36343249470599,-0.986616028945126,-0.332293827557683,0.652687079085178,-1.44840452810791,1.18600004828817,-0.344330637553153
"ST6GALNAC2",0.320376476435427,-1.41935245246233,0.729266097900531,0.777541461044665,-0.857779809227576,0.992059998897159,-1.24045929415002,0.698347521562135
"SLC14A1",-0.473510987117068,1.75120338748451,-0.596408363626511,-0.129093877742054,0.239704996542931,-1.31392316976057,1.10261862628996,-0.580590612071192
"BLK",0.334772057128091,2.09600579021852,-0.851863406967284,-0.851371722010326,-0.090055054169812,-0.715492085480422,0.549443755742282,-0.471439334461053
"DCDC2",-0.108646509404539,-0.8861620498246,-0.799482225711526,-0.813145224637702,0.478932540082438,0.704535273371884,-0.545582347638504,1.96955054376255
"SPOCK2",0.140712587114488,1.58412480843392,-1.16421707626543,-0.547899720009183,0.747947146038188,-1.13488810934166,0.857086547589979,-0.482866183560307
"ESM1",0.157846910778442,-0.742937342577452,0.630667327702029,-0.970203387752269,0.329946743635598,0.561898651595044,-1.50987291477252,1.54265401139113
"C16orf54",0.346836492285714,1.57159679534807,-1.08600756106692,-0.566505917615082,0.448179480834091,-1.12364848005304,1.03004138826558,-0.62049219799841
"CCR5",0.162607477634101,0.804033144973626,-0.937132302533868,-0.14193003610315,1.01617432981282,-1.49875205065295,1.29068859260624,-0.695689155736817
"VNN2",0.290341691086886,1.61001455931316,-0.725611939278587,0.113121220025705,0.421016544585251,-1.74642264517394,0.546166763095852,-0.508626193654328
"SLA2",0.175321552641046,1.08819438427756,-1.0847122504319,-0.416075415064183,0.869843745408654,-1.22244601213908,1.29753309248897,-0.707659097181067
"TSPAN32",0.134640949691897,1.08478157122357,-1.32980586055862,-0.433330191357824,0.565139942740845,-1.16360587619283,1.44381916377468,-0.301639699321727
"MIR142",-0.00506427506954138,1.75454580905818,-1.33712623616485,-0.582716107996297,0.600266731968413,-0.960468029424025,0.695694612497191,-0.16513250486907
"AMICA1",-0.15299901462414,1.07109050248317,-1.0710296232262,-0.392501881228243,0.415317916297253,-1.22707256085328,1.66068936829243,-0.303494707140994
"GABRD",-0.471284679577317,-1.37482680325934,0.785039982238937,-0.13440683413107,0.0430029875080612,1.3059523472985,-1.20240511496869,1.04892811489092
"GIMAP7",-0.0211106685099369,1.50989750301275,-1.03755829203652,-0.52566063225165,0.609314757692197,-1.09684276786287,1.18505124520329,-0.623091145247262
"FGL2",-0.350980911955377,0.818296391125164,-0.580367575595137,0.253144010404788,0.976899476895575,-1.70996944471494,1.23247925841895,-0.639501204579025
"NLRC3",0.299298206056396,1.21683914921481,-1.26898549969199,-0.459761408089287,0.856309342736716,-1.21128009189195,1.0732454906403,-0.505665188974996
"CD7",0.841697607238173,1.24030410063051,-0.996990427500958,-0.192895552114764,0.491548587801481,-1.24425645014709,0.910724765354817,-1.05013263126217
"NCF1C",0.173623364369759,1.19325740329828,-0.795101556333957,-0.0425763896666119,0.376436506081155,-1.30611967222816,1.4217448117168,-1.02126446723726
"ABCD2",0.610319193639977,1.23586761265367,-1.00476634997415,-0.516317371555971,0.617537918800867,-1.15349955495498,1.12764689217234,-0.916788340781746
"KLHL30",-0.430407293823266,-1.4050766132597,1.58175169360187,0.88785522382881,-0.720249823753868,0.775192328111285,-0.655334428554565,-0.0337310861505641
"IL18RAP",0.447010188309969,0.909090688944723,-1.22733827284702,-0.133714928440464,0.877634975032622,-1.43083270422864,1.13820422961234,-0.580054176383542
"LRP1B",-0.458375761906497,-0.649575636992524,-0.718642578643708,-0.807412882841332,0.851569526695504,0.410335456934144,-0.611003957799958,1.98310583455437
"DOK2",-0.0359545730594423,1.01803413929455,-1.06741295624128,-0.276866757385473,0.692772756907862,-1.21834022237384,1.53657211560552,-0.648804502747899
"CD247",0.698211042361577,1.30816664657184,-1.11957887843262,-0.440027747452141,0.475285283102328,-1.24881812738801,1.0338091286416,-0.707047347404572
"RHOH",0.340615799127833,1.72100809126258,-1.33187636757756,-0.709438074907242,0.493981827086414,-0.847307317051891,0.726649703730678,-0.393633661670808
"LOC285556",0.305931402818324,-0.666791892986927,1.53915886910456,1.02626170436964,-0.695418545381334,-0.962433300891265,-1.13365687855886,0.58694864152586
"PTPRC",0.224514366416883,1.44061763133762,-0.777280359439666,-0.314432616053168,0.474719704368134,-1.50503432509637,1.11623088111765,-0.659335282651074
"RAC2",0.263070774720732,1.57793858428922,-1.07846851887035,-0.441589316694225,0.39577278695423,-1.20449774137369,1.06741441782508,-0.579640986850994
"LTB",0.510718691824157,1.82621431798719,-0.697187042015677,-0.726299734989722,0.500814431535268,-1.27574682244273,0.432035665268543,-0.570549507167023
"FAM65B",0.569538255871069,1.92666008672878,-0.937262792803035,-0.507564656159345,0.0720082519210855,-0.983001502143248,0.580270085297429,-0.720647728712727
"LILRB5",-0.75071572717832,0.177243233797107,-0.513761319995969,0.160157748261583,0.159655207403191,-0.585084546308342,2.23075590066511,-0.878250496644355
"NCF1B",0.408360452099004,1.3361354413011,-0.830432508349105,-0.0734789107786377,0.593843946297721,-1.62069162216166,0.916638603065781,-0.730375401474205
"PTPN22",0.227819642773481,1.15989397565211,-1.05069948063655,-0.169438796584724,0.571801587678734,-1.41432254067236,1.3159982723624,-0.64105266057309
"SLC27A6",0.398078922683983,-0.552712280831589,1.44427712086507,1.47453787682543,-0.958945826684175,-0.180129805958001,-0.771715878528709,-0.853390128372003
"IL2RB",0.798750194654551,0.994752654292744,-1.08385471974883,-0.314453545524362,0.701710428526031,-1.17718459329572,1.09310220671866,-1.01282262562307
"SYT12",-0.0279799018870231,-0.960623604251559,1.07715971438348,0.841623545617735,0.255805971490726,-1.04013627559607,-1.30780528091592,1.16195583115862
"BCL2A1",0.118944086644096,1.32467232361717,-1.04443272518688,-0.576819056422982,0.847140347842342,-1.40360268913962,1.01909892887976,-0.285001216233889
"ITGAL",0.292381006220674,1.23507896806026,-1.17227319827551,-0.442139186670797,0.606860588739287,-1.39350643560288,1.18768356063836,-0.314085303109395
"ANKRD1",-0.396554011635622,-0.640037640961655,1.31304503894326,0.222537076543958,-0.168046378697931,-0.846585955569056,-1.11724198540978,1.63288385678683
