"","R-2_Baseline","R-2_Week_8","R-6_Baseline","R-6_Week_8","R-4_Week_8","R-10_Baseline","R-10_Week_8","R-4_Baseline"
"IPCEF1",-0.156105047267351,1.64727398418836,-0.705083084658544,-0.205272236672266,0.425687669250272,-1.37730680946618,1.07307059999588,-0.702265075370167
"JAKMIP1",-0.251799591764736,0.350439315409473,-1.68408822802306,-0.444914373468981,0.980677638862924,-0.335621514462335,1.62693905557352,-0.241632302126812
"SIX2",0.862423913641108,-0.646643618734395,-0.184529221061289,-0.589301754639704,-0.776777896541365,2.12790626650458,-0.322733892278856,-0.470343796890078
"MAP4K1",0.238358472293836,1.51581625224889,-1.4841499802328,-0.633244477016543,0.424046837520713,-0.556568221329369,1.09324712047709,-0.597506003961819
"FCN1",-0.197551964013941,1.19828955895761,-0.857248808046082,-0.627764286511748,1.09053770986449,-1.453268594096,1.03019084868349,-0.183184464837817
"HLA-DOA",-0.311996737732004,0.907332921658896,-0.826915922261659,-0.111658408937328,0.53567303245028,-1.35645230502151,1.71751976926901,-0.55350234942568
"POU3F1",-0.241928720185015,1.96709221607443,-0.844192986256276,-0.528364819820932,0.660815225219661,-1.11803627324737,0.492780987137925,-0.388165628922413
"ITM2A",0.10353141892753,1.44075885588298,-1.08357748489106,-0.722512434416738,0.178603362265453,-0.507914529447866,1.46874517198191,-0.877634360302204
"HVCN1",-0.11845076627615,1.68280377690224,-0.838342724409874,-0.350927649943177,0.226606313280733,-1.15392586461001,1.22290090295486,-0.670663987898618
"LY75",0.371903694548043,1.50023288492712,-1.1872187679525,-0.815703739144435,0.991003666437144,-1.0775933858961,0.538342383472593,-0.320966736391865
"LOC101928412",-0.602938590751284,1.39170950993974,0.658237642754321,0.953644533444848,-0.0446683308902277,-1.40674430163321,0.205615568525099,-1.15485603138928
"HLA-DQA2",-0.00756798635793519,0.981727580621079,-0.254788023960275,0.299796093050085,0.907274637873154,-2.19208895282951,0.462727653652681,-0.197081002049282
"PLCXD2",0.42780331159922,1.28072584835505,-1.29348876394644,-0.657123325427112,0.745237254463851,-1.01790106838862,1.07829301612718,-0.563546272783123
"FAIM3",0.299068404388714,1.932386739121,-0.719152506869223,-0.432064351603816,-0.0997294413920993,-1.22453815985096,0.805156234903699,-0.561126918697316
"APOBEC3G",0.398232343114864,1.09526670841713,-1.20420260021395,-0.427508059744681,0.669695693134749,-1.08540582745874,1.33264122417892,-0.778719481428289
"MPEG1",0.0303364851661337,1.27615589257059,-0.639102383436282,-0.173255422722518,0.294200648668269,-1.34598568249752,1.47847477147458,-0.920824309223253
"ASB2",-0.277694811849064,1.71628972131179,-0.368832367854707,-0.152019180391776,0.566519332682205,-1.60767135552755,0.734356487072998,-0.610947825443898
"EVI2A",0.0134330301547252,1.06910497200272,-0.844995626135506,0.11983535251901,0.576354337307504,-1.4972770834426,1.37622248766209,-0.812677470067947
"CAMK4",-0.0488793615673829,1.46683477606822,-1.1124129995448,-0.646855493646213,0.592059600337467,-1.25435266679598,1.11928748783236,-0.115681342683677
"CIART",0.770259606753314,-0.888143018576321,-0.684132410673095,-1.15872446316958,-0.0246235898659324,1.47354092602133,-0.611357812207378,1.12318076171767
"PRDM8",-0.053274027054246,1.68174274757801,-1.31860067891282,-0.419826418447627,0.170282951911059,-0.384110332895451,1.16811989030553,-0.844334132484452
"HCST",0.224579911939851,0.837181584249119,-0.993368273241234,-0.0257774725109311,0.8097365989987,-1.49208547098323,1.36260914835147,-0.722876026803736
"IL21R",0.756529421048146,1.55908359474018,-0.958805106604209,-0.449275964847995,0.739913347402348,-1.34663993195169,0.33416550644933,-0.634970866236111
"LTA",0.360534180848603,2.03529459034562,-0.71464956903281,-0.80367465537411,0.136579962730082,-0.78251446225789,0.559928955611552,-0.791499002871047
"BZRAP1-AS1",-0.0788972523705911,1.96694718276268,-1.15752120279214,-0.545154612846156,0.113921498569735,-0.700798894467815,0.872743261152724,-0.471239980008428
"SAMD3",0.187940713824915,1.25191376899259,-1.24124176238592,-0.483853431861111,0.590603972166918,-1.31880927622779,1.22121148725995,-0.207765471769558
"AIM2",1.11206178806103,1.25044096927668,-1.09759485085536,-0.456834416256826,0.304062540236595,-1.06253998926574,0.859404637329507,-0.909000678525898
"CD72",-0.0929540840534364,1.57220646849242,-0.77981342278846,0.658981920237042,0.483260208288348,-1.62826845081752,0.426955164300341,-0.640367803658737
"HSF5",-0.308376998337924,2.13653291935026,-0.798109458812781,-0.630600393608198,0.118304940416431,-0.700112836558308,0.717564656320147,-0.535202828769625
"ACAP1",0.499889304739557,1.31799756165317,-1.28430462248399,-0.50207862292638,0.551665794583931,-1.32281224896445,0.995828065276784,-0.256185231878617
"RAB33A",-0.267518061445802,1.59844539282901,-0.924196380790075,-0.262768381575277,0.208065854971835,-1.03970254383182,1.36596709399623,-0.678292974154104
"PARP15",0.295800802699127,1.83982588081102,-1.19908313207131,-0.453795276419346,0.133203064478378,-0.901158270164961,0.854400951272713,-0.569194020605617
"TTC16",-0.57191445952402,1.06613996287434,-1.42306332550675,-0.868693751517332,0.842605373268554,-0.0470457797111586,1.37915178400122,-0.377179803884852
"IKZF1",0.16047667815043,1.48791004571844,-0.91205467539088,-0.533902631827847,0.625162200395016,-1.45082618583235,1.00210266377524,-0.378868094988049
"GPR114",0.929174974555728,1.69095155008932,-0.890031600360959,-0.546081252802856,0.332968468851905,-1.2561037280518,0.351360745983476,-0.612239158264807
"KLRG1",-0.269510768263655,1.4416031694514,-0.768550455075724,-0.295287053652813,0.642889928663883,-1.3916635433247,1.21917899227582,-0.578660270074206
"HLA-DQA1",0.175523149912677,0.9718944720901,-1.19246937368136,-0.752615249863334,0.45750471557541,-0.775862181818662,1.69866376726569,-0.582639299480527
"LDLR",1.74874608481021,-0.52167538618722,0.480839707879163,-0.00780985083433484,-0.668701696029066,-0.00996609166431201,-1.62192076952186,0.600488001547419
"SELL",0.493602630321267,1.84678158041317,-0.84978328430656,-0.83797019404648,0.242291006987143,-0.97277514554377,0.714723110635151,-0.636869704459927
"PSTPIP1",0.0477298351532571,1.12797032885965,-1.4858871039566,-0.378790022597694,0.764377709683251,-1.21953946331549,1.14127316453765,0.00286555163597034
"FAM26F",0.322185873179352,0.739713486026695,-0.391225461971003,0.18712794536575,1.03687027712309,-1.46622307164267,0.978304643502739,-1.40675369158395
"GIMAP4",-0.113556812761254,1.30186715452073,-0.81401000680903,-0.235532090637013,0.731967689445614,-1.39647595843847,1.25030001433645,-0.724559989657032
"P2RY8",0.500335132054565,1.54155079619939,-1.0765710656987,-0.543604009758204,0.478396006368091,-1.23511731805788,0.91191163302741,-0.576901174134681
"STAT4",-0.0157806778107368,1.39372563950889,-1.68391474302084,-0.490154724976849,0.4940374068771,-0.176067732230252,1.13128548252389,-0.653130650871206
"HLA-DQB2",-0.604978048499071,0.659496434561195,-0.870520486539324,-0.2639890015883,1.29531449230384,-1.56504899137296,1.08319619660669,0.266529404527923
"PTPN7",0.465392895501978,1.46218961341462,-1.09140961002437,-0.553484994819564,0.535013203241654,-1.3169241561092,0.957689989005661,-0.458466940210783
"PHEX",-0.376450957057057,1.64798887083037,-0.949695658827301,-0.35672359672816,1.22390429198491,-0.955219134804784,0.464272062041717,-0.698075877439696
"KLRD1",0.463848688596941,0.795066579659898,-0.647720406377155,0.0495408117669159,0.538002009392974,-1.19828162620012,1.4149384616678,-1.41539451850725
"LAMB3",0.947103023650426,-0.973048901133591,1.11504452754679,0.833923787590922,-0.770453512550947,-0.60983111898266,-1.29719631176397,0.754458505643028
"PLEK",0.103400289896526,1.43146688098898,-0.881229946166643,-0.5194093258146,0.728391040369171,-1.41243337544408,1.05503194466681,-0.50521750849616
"SASH3",0.111107153329449,1.51945219917241,-0.972200202204448,-0.532604893108867,0.547317113207028,-1.34372336307275,1.08367199354226,-0.413020000865075
"TMC8",0.0934637925698147,1.55761366456831,-1.18030269658951,-0.575730010293308,0.507331424889435,-1.14169179878034,1.07901863584929,-0.339703012213688
"GIMAP2",-0.133989081496067,1.19345761284886,-1.00407775429256,-0.271349914112965,0.936590406424931,-1.37890284980997,1.18956229620046,-0.531290715762687
"IL12RB1",0.18117271206474,1.20024160824221,-0.981789823993561,-0.378870888273234,0.90825784760066,-1.42597510198798,1.09621951245484,-0.599255866107675
"GIMAP1",-0.173242217838404,1.35855444262203,-0.995938049390352,-0.238335450499637,0.799670729443675,-1.28074544140927,1.17478976166983,-0.644753774597863
"TVP23A",0.313401643050416,1.76758139634175,-1.18052234072923,-0.477780237503895,0.681343521715964,-1.20664531592631,0.39045737747824,-0.287836044426935
"SLC52A3",0.600429088936726,-0.841169403618094,0.150200263623561,-0.122877241840376,-0.771800202159671,0.984061907520237,-1.4708510951421,1.47200668267971
"MIR155HG",0.0860096064618373,1.68094144521304,-0.98215339292866,-0.0478918494615186,0.289549349287905,-1.24162478190509,0.988351347349458,-0.773181724016973
"TNNI2",0.871911877756779,-0.906547948801784,1.69536597698247,-0.148835711829336,-1.4756793360802,0.231032931148932,-0.490559617306916,0.223311828130067
"ST8SIA1",-0.730504517596037,1.16884221080345,0.885281876221714,0.776395015943146,0.0856628621061178,-1.50536258263477,0.437270707686086,-1.11758557252971
"DNAH17",0.275034564951119,-1.06422875431672,-0.0645126516326727,-0.778874552296928,-0.175808728610775,1.78560184118075,-0.9789147505846,1.00170303130983
"CYTIP",0.807022842499823,1.42714196351075,-1.24576445584281,-0.254605589228321,0.323150924853196,-1.32672082734878,0.76505535585885,-0.495280214302703
"PPP1R16B",0.498584745024084,1.55734833071379,-0.94501041041708,-0.532273466442982,0.512050703788362,-1.33444453553529,0.855723747338642,-0.611979114469529
"ZC3H12D",0.354217323484498,1.91877903818417,-1.02875331312457,-0.589340431444131,0.34576229607449,-1.06729014878199,0.546285462545729,-0.479660226938198
"CD37",0.0428245528993285,1.65613797964526,-0.941495274544959,-0.442346276177736,0.182362574350837,-1.2936042228692,1.15625470753179,-0.360134040835319
"NEB",0.0947694976984661,-0.892052665323193,1.92749335289121,0.0288142065071162,-0.643070260992389,-0.826199439843757,-0.661862336086893,0.97210764514944
"CEACAM21",-0.675920653702154,1.31099400847578,-0.99675316658061,0.249675903571859,0.792498430920933,-1.47252287586607,0.969834361249409,-0.177806008069164
"EVI2B",0.319364991188458,1.38447963058024,-0.596128971805702,-0.138898912186289,0.288671733336184,-1.63012258715511,1.13407767787168,-0.761443561829452
"C11orf21",0.426935832331972,1.1772001159096,-1.34014188087219,-0.469595262184764,0.402623941586904,-1.14525281858046,1.33787007053308,-0.389639998724138
"CORO1A",0.0434934009942733,1.57754519190194,-0.890688951740155,-0.462976351848197,0.393010192542923,-1.40007848704973,1.11601586455077,-0.376320859351818
"NGEF",-1.00272752128461,-1.54342101882427,1.28846463762239,0.567320518800755,-0.494479003792573,1.07880535531807,-0.275951830079524,0.381988862239753
"CD53",0.345505073773229,1.44355033938982,-0.768661791031076,-0.26154747065104,0.481128465335069,-1.58771181848486,0.987737949632198,-0.64000074796334
"SYNPO2L",-0.644210419692751,-0.726550193825648,1.81563197012658,0.054722048842403,-0.410236858477979,-0.534796867329939,-0.827063933951203,1.27250425430854
"C12orf79",-0.193157769779588,2.00981452118992,-0.94498863374062,-0.670054254573799,0.591735374631594,-0.758074116623251,0.555036062660748,-0.590311183765
"DHRS9",0.104144167373914,0.929909910013467,-0.850584881073871,-0.307393149629193,-0.253246602933199,-0.91096801942151,1.98249920642251,-0.694360630752123
"P2RY12",-0.39624999771488,1.99419478283543,-0.451275217402628,-0.430759147387271,0.440699818822722,-1.3193324728428,0.59559675137766,-0.43287451768823
"TNFSF8",-0.657808672374618,1.41399933373178,-0.871307000401895,-0.142098823605138,0.0683337362510594,-0.914133056779096,1.63314869097943,-0.530134207801529
"SNX20",0.221342026687869,1.32465408055007,-0.982252232642872,-0.596490837795192,0.773493169219763,-1.37750856710186,1.08555906685043,-0.448796705768208
"HLA-DPB1",-0.283703558012667,0.883164877259134,-0.941709639745622,-0.0877349385331201,0.62468257836232,-1.50039290484985,1.58857981116062,-0.282886225640817
"APLN",-0.458409424947168,-1.17490078781536,-0.29158977333421,-0.66052173412266,-0.390435543622816,1.77909037939623,-0.0552324239826068,1.25199930842859
"CCDC152",0.0534637726259726,1.8963221849127,-0.998303805644776,-0.264962710053701,-0.0896017140163298,-1.10491388118346,0.952709344672543,-0.44471319131294
"PTGDS",0.685786765299048,1.80299608037934,-1.12008916505691,-0.558957682647249,0.0322524076423361,-1.21379895780825,0.476076386712875,-0.104265834521187
"ABLIM2",1.35670503851677,-0.685593283563528,0.754728676230554,0.304549511891743,-0.872579255842107,0.764282266263833,-1.63743403502062,0.0153410815233565
"TNIP3",0.920011677108308,1.07337727634379,-1.25087497003077,-0.466200924857865,0.76997617496994,-0.923488531183301,0.878326699656219,-1.00112740200632
"NCF1",0.23944315064962,1.15039472979417,-0.675012855105559,-0.100704765077156,0.402823151439,-1.52672083484892,1.37969883544614,-0.869921412297299
"TESPA1",0.243509195470671,1.8068710638538,-1.03385912142416,-0.630579084896222,0.240294919417251,-1.23802324766193,0.770565673785853,-0.158779398545252
"LIMD2",-0.268193589651692,1.83627548653922,-0.813841107204128,-0.405466804039228,0.53136974334141,-1.30030428514554,0.788012529502661,-0.367851973342697
"CD28",-0.0665490008997858,1.83468918486682,-1.04667159341737,-0.87490850742639,0.408281076510469,-0.826406033970748,0.900403023941467,-0.328838149604466
"C1orf162",-0.666733284790343,0.559417748196498,-0.256590473087987,0.344753266395437,0.867974212728975,-1.73285354122955,1.41948932020804,-0.535457248421068
"SP140",0.625318257110809,1.5531139682547,-1.15965249380064,-0.419055649023303,0.346935444182854,-1.36504554824771,0.759272801726283,-0.340886780202996
"COL28A1",1.31387336229494,-0.26285205791525,-0.0532057305245398,-0.256804358483102,-1.37001035045954,1.65136775034104,-0.442979999681784,-0.579388615571766
"TNFRSF9",0.683412542819886,1.433476198582,-1.05092374000249,-0.674645373705543,0.00917128476905337,-0.781891990204275,1.24766165664919,-0.866260578907826
"GRB14",-0.269312850790364,-1.07632829267208,1.16210551584708,1.10652740010939,-0.298405945583592,-0.62189327020564,-1.16717107325518,1.16447851655038
"CORO6",1.4937048835729,-1.198839153052,1.41017448229295,-0.0722132372081106,-0.938837329724749,-0.0665505767744288,-0.670888388239743,0.0434493191331767
"SLA",-0.120238404480575,0.969381500811755,-0.994980304875253,0.0860146861116299,0.688441433603588,-1.66772176483834,1.31117729679619,-0.272074443128993
"HLA-DMB",-0.104274103183913,0.909898118076786,-0.712850398927934,-0.173290309897705,0.685254013994314,-1.51786449390363,1.55943275414268,-0.646305580300602
"IL10RA",0.116881112198002,0.954899435928245,-1.02004363400055,-0.0552429387062539,0.653513602204554,-1.52170557746207,1.41267254619721,-0.540974546359129
"CCR7",0.367901002509934,2.02481446381057,-0.920291571228713,-0.893381337487412,0.211829253098187,-0.844830772197739,0.451032542502296,-0.397073581007131
"BMP8A",-0.012953463441982,-1.05999802380809,0.612315861569951,-0.302189115308389,0.227461955480976,0.98800771711787,-1.68913576801342,1.23649083640308
"NLRP6",0.288320589128371,1.79606198035466,-1.39750555478246,-0.538433103766619,-0.0519922514829482,-0.0261306595981203,0.814027962852616,-0.884348962705499
"PSMB9",0.256564534053499,0.826074644340022,-1.20871789525559,-0.500848897481237,1.40891778926599,-1.12087885732024,0.95718961544638,-0.618300933048828
"HOXA6",-0.599448127394387,1.11719956116489,-0.901551958268547,0.282214527993115,0.306558151704595,0.374363382185405,1.14179047992872,-1.72112601731379
"HLA-DQB1",0.175812665890393,1.00666742954434,-1.35865518921763,-0.816319964073709,0.40554563504526,-0.674863993417559,1.63773170916241,-0.375918292933501
"AOAH",0.00833304435481121,0.747863045814927,-0.899655687476567,-0.246865118543914,0.577960110817639,-1.25266428235743,1.77749631561851,-0.712467428227983
"RIC3",-0.583986750596164,0.305421362325065,1.37299621599265,1.62115718626023,-0.584793959614192,-0.884589960711748,-0.347954504993774,-0.898249588662071
"CELF2",-0.0855780490235968,1.22744571232925,-1.14902479638964,-0.319349200296591,0.324875237647729,-0.942763413999647,1.61751909970772,-0.673124589975228
"TGFB2",0.833017084332505,-1.17548761999968,0.648684328807353,-0.273077115874356,-1.38400216846168,0.0385835605657483,-0.252417314764271,1.56469924539439
"KLHL31",2.0686212582343,-0.674794328211457,0.664998505039009,-0.380392207783399,-0.925922316379214,0.0885287021359146,-0.899943511986056,0.058903898950897
"IQCA1",0.187982611749125,-0.475613236773399,-0.922961282901696,-1.06248848282874,-0.523059863781968,1.93044746401875,-0.00463745849639131,0.870330249014316
"FYB",0.0758119556347721,1.18168350860192,-0.780616638513837,-0.281244725478443,0.615920209710754,-1.56222878500804,1.32605884129938,-0.575384366246514
"GIMAP6",-0.161246105604752,1.42994353351226,-1.05389899025741,-0.404085150976861,0.819086191274073,-1.21239085206578,1.11128750774433,-0.528696133625856
"GPR183",0.158112675849739,1.83083274608176,-0.68016722953748,-0.0669872983922491,-0.287040254916614,-1.02695003316535,1.04016947163598,-0.967970077555794
"BANK1",0.686501094639911,1.97285365980367,-0.773043102967824,-0.710734298105744,-0.508746053710103,-0.545723164718888,0.635813612945749,-0.756921747886771
"CLECL1",0.284458340189639,1.86624856166272,-0.739530869419887,-0.369430263959241,0.0118255553995633,-1.258124546893,0.860193791106673,-0.655640568086477
"VWA2",0.629678346969279,-1.01969991886695,0.84270713942791,0.947059979812317,0.0377649978915648,-0.792612357642696,-1.57125491254474,0.926356724953319
"STC2",-0.484097739027672,-1.10352851921392,-0.0501946021923672,-0.107143536072151,0.790597317642526,0.272917175189718,-1.17620617088303,1.85765607455689
"OPCML",-0.641193888967349,-1.57735423795917,0.944090909577975,-0.294607182810096,0.142186228282603,1.13502593666061,-0.795252213800969,1.0871044490164
"GBP4",0.717317959898307,0.708789983115439,-1.3262069155582,-0.170798930598464,1.15667611876346,-1.11023812329462,0.913408950762289,-0.888949043088215
"PDCD1LG2",0.726111366976381,0.658769693971889,-1.28672376086946,-0.160668273206977,1.07891315127216,-1.16009506989803,1.0302603594578,-0.886567467703754
"GRM8",-0.84037541888301,-1.20130430872387,0.719655616925698,-0.245272261849444,0.455086411548401,0.564478110005173,-1.06718406515963,1.61491591613668
"LRMP",0.46592355178777,2.03093827916777,-0.69383818331898,-0.542966909341014,-0.0730674949969429,-1.15058435761149,0.507218616961566,-0.543623502648682
"CYP21A2",0.709092776057941,-0.337200613609251,-1.0064533423001,-1.06779238920487,1.12276268589962,-0.113392023067295,-0.819010115001509,1.51199302122546
"CDH13",-0.244237208436665,-1.72270970121856,0.420487147251561,-0.381948359233567,-0.782815188094248,1.31562111224977,0.290116045849943,1.10548615163176
"HLA-DPA1",-0.272102580710042,0.838325366285913,-0.97836790508214,-0.289214180425228,0.643420492770916,-1.32287227270312,1.70653091763315,-0.325719837769453
"CLCF1",2.01728106936449,-0.235411993083903,0.472804896086029,-0.414878102565275,-1.00940422507141,0.493457490283604,-1.07472265404412,-0.249126480969416
"LCP1",-0.0169003344367694,1.38248794269248,-0.756056344038621,-0.322420987406169,0.467280757853839,-1.68629970823792,1.14296248958854,-0.211053816015375
"TACC2",-0.196896752029833,-1.65352403325092,0.206629751394169,-0.0883846218476237,0.0800356747397758,1.39211579619818,-0.918411452111995,1.17843563690825
"COL4A1",-0.150694065287331,-1.76657787111889,0.674407162807376,-0.352725081743926,0.242282143884514,0.538958682553698,-0.732232052634046,1.5465810815386
"SLC9A9",0.0476179820660317,1.29720553104058,-0.848259265208144,-0.241955667174622,0.553405900179343,-1.48852133150039,1.284553531354,-0.604046680756793
"RNF43",0.963457732852218,-0.607363185610389,0.0147544968733156,-0.158065405710353,0.101354637628825,-0.52051323297362,-1.53619574250314,1.74257069944315
"HLA-DRA",-0.183206867673998,0.830891476524633,-0.838594960875021,-0.0947641051611265,0.609658553798795,-1.54445782889206,1.62562379997461,-0.405150067695838
"TNFRSF1B",0.408636002434179,1.23949216074346,-1.14733600076949,-0.0655978273552791,0.412136186272426,-1.25353549151686,1.24047515774599,-0.834270187554429
"MYO1G",0.165150951325089,1.35869916278068,-1.5145863868479,-0.465611014039403,0.470709429020853,-1.08896647669998,1.09903769973178,-0.0244333652711295
"CARD11",0.162315588063409,1.75808602616397,-1.05202127032086,-0.473374128432008,0.401511813758282,-1.34375472169908,0.740165700922672,-0.192929008456381
"ST3GAL5",-0.0331203294878571,1.25084558868121,-1.26391920782145,-0.557013930076861,0.659038403511265,-0.730781568038903,1.41691502941265,-0.741963986180047
"SPIRE2",0.293645371743472,-1.20647037774754,1.28341081742767,1.24707625450306,-0.57368380918299,0.199233980808758,-1.36801870126928,0.124806463716861
"ARRDC5",0.46271214956286,1.59677240501541,-1.09458839801444,-0.276473990283368,-0.131247439614531,-1.03551919428095,1.17664786492509,-0.698303397310071
"APOBEC3D",0.39118311022306,1.36316604473291,-1.49377814069089,-0.624116353374124,0.502106646277991,-0.936851167921839,1.07716602394398,-0.278876163191092
"ANKRD44",0.115866707705584,1.45669548736534,-1.20402327500085,-0.437783483680094,0.597350022835997,-1.22975149501022,1.09514061434546,-0.393494578561223
"CLDND2",0.161431689146146,0.666745318614184,-1.17545288630012,-0.176000878710185,1.02823625532941,-1.02343123163403,1.45874346173494,-0.940271728180344
"GPR37",1.46635273958526,-0.509977746806885,1.04531640331408,0.832771522222549,-0.639890122872789,-0.574013399194944,-1.423256214567,-0.197303181680262
"SALL4",0.581082000531915,-1.647398335634,0.578872089161927,0.628617742864572,-1.16098533193527,1.15484161795565,-0.58108409103609,0.446054308091293
"FAM78A",0.0284685825415073,1.41929368221214,-0.809229727205809,-0.425114677677653,0.441056643794417,-1.29942930332932,1.33692033038065,-0.691965530715929
"LST1",-0.12454918164115,0.818909421560795,-0.742317984963161,-0.288295439718907,1.25309342072461,-1.66745861486623,1.09896286371196,-0.348344484807905
"APOL3",0.464494964500597,0.896133973683894,-1.40778310139767,-0.533910052305224,1.13340104820691,-0.920476850319733,1.05431021137118,-0.686170193739935
"PLEKHA6",0.100918188052569,-1.5699880509008,1.02809621343001,0.982831553871298,-0.0199153975393787,0.184044307832713,-1.40621126954419,0.700224454797777
"FAM227A",0.165269178686171,-1.70268626603062,0.774227149084316,0.300268359067753,-0.138519724175704,1.07607485982238,-1.26059423029646,0.785960673842167
"TRAF3IP3",-0.0419283185641754,1.61675297114073,-0.746799910830435,-0.334209440374476,0.277002891484018,-1.4880990555284,1.12235846524187,-0.40507760256913
"DENND1C",0.434433179408784,1.46678020814856,-1.0087656663031,-0.537869406725039,0.444104033118689,-1.35861200934841,1.03927253139258,-0.479342869692059
"LYPD1",1.33299754956401,-0.881159342532328,1.21836913718974,0.301060720056006,-1.18720706557203,0.422234112919549,-1.13054618279448,-0.075748928830456
"ZDHHC11",0.05082602634709,-1.50322991514653,0.163912902181555,-0.366498887610565,0.298534998337374,1.33507768322234,-1.15222662101363,1.17360381368238
"TMEM71",-0.828980273913847,0.876762370450603,0.289550429775846,1.11377705451427,0.0562705661311022,-1.72107894653291,0.891587562296555,-0.677888762721619
"CD226",0.134744457961292,1.32646112794767,-1.0779953850013,-0.628398267278806,0.562218068906055,-1.25166701020945,1.2876397047034,-0.353002697028858
"ZDHHC11B",0.63323221894527,-0.464590269409354,-0.812320837963699,-1.16126247399725,-0.818344503154478,1.79836303546633,0.668128180749474,0.156794649363706
"LRRK2",0.0350839627763854,0.704412490390679,-1.36967618617185,0.00290075171637707,1.27017442080971,-1.1764370279466,1.12899768903729,-0.595456100611999
"NUGGC",1.0191563731723,1.77016538327227,-0.847459622547878,-0.786418793824483,-0.016635564027827,-0.86373238838084,0.4570415088737,-0.732116896537241
"FGD2",0.0851547886533405,1.23026235653877,-1.04445391622124,-0.359177011250658,0.691181105724948,-1.42882631658119,1.24929472342596,-0.423435730289922
"GPR132",0.247477648756068,1.54102343636919,-1.03815427379216,-0.292532527158351,0.692565540372832,-1.55653550267787,0.659000524419348,-0.25284484628905
"RASAL3",0.235542964839388,1.23482629721743,-1.27694694999295,-0.654659102300107,0.763237960261904,-1.24460776830497,1.09768864125128,-0.155082042971989
"KMO",-0.510692195682788,1.01598248881717,-0.867302286472851,-0.581129651982623,1.53420784291227,-0.973483812320816,0.979390918624364,-0.596973303894739
"AGAP2",0.256301186518441,1.33100761768195,-1.27808645584126,-0.517731312420727,0.648633614354885,-1.26252324099526,1.0851123098705,-0.262713719168513
"SNX10",-0.614607003891738,0.0591511287892294,-0.691030954338176,-0.201044551759663,1.62760348290325,-1.31801335215367,1.29941885895983,-0.161477608509053
"TNFAIP8L2",-0.266609019901343,1.474391072102,-0.809045371450573,-0.227224782704421,0.454354766397544,-1.41037403142301,1.27134014550293,-0.486832778523124
"ARHGAP15",0.00602285865264273,1.44386242793203,-0.775532527694283,-0.460098661260133,0.44652759202202,-1.49400139263477,1.23009892530352,-0.396879222321021
"MYO7A",0.323753688868583,0.265075597452685,-1.63213834428929,-0.0420706709286588,1.05550856757384,-0.591810543741392,1.42925285917731,-0.80757115411308
"A2M-AS1",-0.347265952164638,1.5110467542305,-1.34245533111706,-0.388564498798141,0.667576278517322,-1.01572996264297,1.06869472996554,-0.153302017990558
"PIK3AP1",-0.00600170365612263,1.23065929809694,-0.95051630769367,-0.357872456393998,0.677721490666243,-1.43642017180523,1.30903088878182,-0.466601037995982
"NCKAP1L",0.0486679331057914,1.20890947048921,-0.761527606868788,-0.26541257483002,0.491462354819239,-1.54757204766854,1.38961501620303,-0.564142545249927
"CYSLTR2",0.377427391665471,1.39911925158527,-1.55821578084955,-0.897266330247173,0.673184782020732,-0.381605183007039,0.898329637663476,-0.510973768831185
"IL16",0.11070590265677,1.74574532174239,-1.36974542149104,-0.705831089451167,-0.0340923760553493,-0.233642197726548,1.07753130282008,-0.590671442495128
"GPR65",-0.423285962455992,0.664621278220439,-0.374593826351319,0.0708124593603979,1.10548417013058,-1.80240588548973,1.23837203462053,-0.479004268034907
"TRABD2B",1.98058107147476,-0.201476085228627,-0.931390345161536,-1.24642187655157,-0.29226364532255,0.467201475531656,-0.266875714065751,0.490645119323617
"PKIB",-0.0767174513097862,-1.2473998695452,0.220960834341387,0.145382110509577,0.644703433473784,-0.35952722299632,-1.17978994206523,1.85238810759179
"SRGN",0.449591723983405,1.10122340643623,-0.859324418089417,0.182664642821231,0.70723055927092,-1.76181509641206,0.862524315396936,-0.682095133407236
"HMHA1",0.0299808219144864,1.46942805512597,-0.894984750176467,-0.327703491281485,0.496687374147422,-1.36939750124462,1.20130683435936,-0.605317342844677
"MAMLD1",1.33812545828887,-0.340123526890783,1.10779835603871,0.321719109233767,-1.63001533016907,0.501402031402229,-0.723895517275204,-0.575010580628522
"JAK3",0.530817207751664,1.28614998794894,-1.15309404824757,-0.661726079426265,1.06965558504041,-1.34709279306335,0.524833407784696,-0.249543267788518
"GMFG",0.0115810316199296,1.38068901976287,-0.979578787516509,-0.446594652037289,0.525141301435391,-1.4107974868898,1.24896432987642,-0.329404756251009
"RHBDL2",1.06029253265091,-0.592848863007381,1.19537888298896,1.0117533704799,-0.617084842623051,-0.578013730023735,-1.5342241137088,0.0547467632432008
"AKNA",0.293255283708442,1.42220692069545,-1.17594299974423,-0.513525131105129,0.356461555010274,-1.18741998588109,1.23427660729843,-0.429312249982138
"IL7R",0.784787264864932,1.51488617049768,-1.17481931966659,-0.741885775777396,0.779382182163106,-1.21382901480955,0.221304351257901,-0.16982585853008
"CD74",0.0200800423372766,0.992058543870155,-1.05996561913246,-0.383994229204553,0.64074225356371,-1.32698069358042,1.54593937332174,-0.427879671175449
"SAMD5",1.92834319234477,-0.0159706268603927,0.07527325009163,-1.42617718759108,-0.311974142292193,-0.0969200884378156,-0.825696698393812,0.673122301138903
