"","R-18_Baseline","R-5_Baseline","R-12_Baseline","R-20_Baseline","R-2_Baseline","R-14_Baseline","R-6_Baseline","R-8_Baseline","R-17_Baseline","R-24_Baseline","R-9_Baseline","R-15_Baseline","R-10_Baseline","R-4_Baseline"
"KLRC4",2.44434342080236,-0.495561444080332,-0.51806185947028,-0.181906058764329,1.3853518565467,0.66049912306127,-0.448135995935537,-0.171015518133374,-0.439021072890114,-0.154521248235151,0.693887470050813,-1.50318201987524,-0.886428209740165,-0.386248443336622
"FAM189A1",-0.983742067261042,-0.626137258935203,-0.62221652708507,1.12765844988417,-0.334840130723149,-0.306559026779191,-0.226827911725458,-0.245326845195685,-0.487672382995626,-0.610741234697651,-0.017561682738547,2.49201116868557,1.53632574297521,-0.694370293408338
"FLJ22184",0.208078915318953,0.143090819834973,0.536957750621097,0.466150357250449,-2.20176653656029,-1.90031376265022,1.36675250213971,-0.318271489161381,-0.467016887961042,0.291788258972651,-0.184885076283917,0.651125978376128,1.05719206723096,0.351117102871927
"TTC24",-0.279380416539906,-0.880688493699091,-0.415268266467587,0.0145542326939875,1.21525570218346,2.83725822173977,-0.982904901044041,0.624101284940396,-0.409944082151672,-0.0552165872242066,-0.0165045935073497,-0.522422026995838,-0.634239626155586,-0.494600447772342
"CTSW",-0.135997293869483,-0.109765227621782,-0.53516136200573,-0.239531656624383,2.06222320970969,1.67439983893448,-1.13447360303871,-0.430294093996258,0.405353595369858,0.0524448677942273,0.898410291985624,-1.31831733227011,-1.17677533620223,-0.0125158981651889
"FSD1",-0.594352841246324,2.86854251065405,-0.318552321219035,-0.454546751374456,0.903468947371795,0.743318685543069,-0.297813818790289,-0.0974148137846414,-0.0245929536705773,-0.238954344520291,-0.490345307800913,-1.34619878875062,-0.726184661785712,0.0736264593739456
"HOXC13-AS",-0.876727647535742,-1.61778794045196,-0.0570561471595078,0.511463562966148,-1.61778794045196,-0.494735359931767,0.574303255085329,0.411395882352796,-0.501688825605244,0.141514942998818,-0.302671437938997,1.97454024665421,0.877128753000182,0.978108656017705
"MPV17L",-1.36641316503196,-1.0782054717148,-0.492424568061826,0.936869262932044,-0.635868054415416,-0.339047696983005,0.251174086169609,-0.629651837571409,-0.0568149338947581,0.197345165034165,0.325169113171655,2.70464685031874,0.534071396927627,-0.350850146880668
"TMEM59L",-0.852700372835909,-0.942440461795724,0.0793077760793851,-0.879562454427497,-0.853731829204729,-1.56341529011996,0.831461194625732,0.0734666552655692,-0.511158338611837,0.68448932406887,-0.279272709888151,1.47994719543957,1.3497403802337,1.38386893117098
"LOC101929107",-0.601256917175228,-0.4876824759672,-0.554499537800514,-0.352603478027918,1.76506872532733,2.33833559824578,-1.36169886560717,0.829636735542483,-0.549709191491507,0.115733114661201,0.0864308789956258,-0.492099533364025,-0.307601668586759,-0.428053384752099
