"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ABCC1",7125.22090449138,1.20920098698247e-07,0.00144269346351035,0.91292870285451,0.999991371923663
"ABCC10",4587.69010156351,-1.47141467628923e-07,0.00144269252370958,0.911574917922936,0.999991371923663
"ABCC11",8340.14313979927,-3.25498963369141e-07,0.00144269492083892,0.412722244154274,0.999991371923663
"ABCC12",436.670854565298,6.41990419433665e-08,0.00144269503104601,0.983513803715476,0.999991371923663
"ABCC13",21.0053354199595,-2.36947971345279e-07,0.00144269498972542,0.291061004833955,0.999991371923663
"ABCC2",456.921494659229,4.24477932601702e-07,0.0014426944452216,0.532628250984466,0.999991371923663
"ABCC3",5483.55680150141,7.10792153323138e-07,0.00144269400975184,0.439396802081242,0.999991371923663
"ABCC4",3394.14076768013,-7.27223475804437e-08,0.00144269444158882,0.914257698966871,0.999991371923663
"ABCC5",9839.59759950671,-1.93044600670757e-06,0.00144269465949059,0.0379163288995613,0.863711668609125
"ABCC6",769.649538919927,-3.9674477699123e-07,0.0014426946485773,0.482964585484405,0.999991371923663
"ABCC6P1",42.4657349530795,-2.36414723843281e-07,0.00144269472619062,0.620225050296469,0.999991371923663
"ABCC6P2",24.0115699626217,2.44722603572214e-07,0.00144269493364676,0.417616376914946,0.999991371923663
"ABCC8",633.234479216679,3.69078644905932e-07,0.00144269497330579,0.218417131606919,0.999991371923663
"ABCC9",3596.96458490902,-6.75014296785374e-07,0.00144269306163035,0.579068285530598,0.999991371923663
"ABCD1",2972.36606643518,-4.84315530366611e-07,0.00144269420572106,0.547780270339775,0.999991371923663
"ABCD2",740.386200524726,6.31426179733807e-08,0.00144269459860548,0.92954895907642,0.999991371923663
"ABCD3",5197.17500765225,-6.78085658946903e-08,0.00144269333223401,0.95543146831942,0.999991371923663
"ABCD4",2437.13316951839,-3.98358745303155e-07,0.00144269273922368,0.756047252071546,0.999991371923663
"ABCE1",5510.1069813135,4.31210775623559e-07,0.00144269246522028,0.752760875251214,0.999991371923663
"ABCF1",4100.75022075577,4.33410691594246e-07,0.00144269259528007,0.744381827546895,0.999991371923663
"ABCF2",2764.48233181704,5.01497257477259e-07,0.00144269268534721,0.701578085427214,0.999991371923663
"ABCF3",3683.48764480524,-6.26894104886113e-08,0.00144269319926813,0.957554221110973,0.999991371923663
"ABCG1",5718.53499384674,-8.84639430019131e-07,0.00144269405823586,0.333594744917637,0.999991371923663
"ABCG2",406.700401854576,1.26429651481097e-07,0.00144269429872951,0.865852448611925,0.999991371923663
"ABCG4",25.238972073664,6.78175704836092e-10,0.0014426946570583,0.998810556538145,0.999991371923663
"ABHD1",54.1848785507844,1.62372400149871e-07,0.00144269438038944,0.811714130777248,0.999991371923663
"ABHD10",706.922642966246,-6.91557226485613e-08,0.00144269281684884,0.956614316163736,0.999991371923663
"ABHD11",1795.37667834294,-1.27981679913612e-07,0.00144269278346462,0.92412867816524,0.999991371923663
"ABHD12",3089.17433401837,-2.10525312862142e-06,0.00144269366407298,0.100113194721198,0.999991371923663
"ABHD13",987.432860339351,2.48068131629498e-07,0.00144269304070712,0.825043156965081,0.999991371923663
