"","R-10_Baseline","R-10_C1D1","R-10_Week_8","R-12_Baseline","R-12_C1D1","R-13_C1D1","R-13_Week_8","R-14_Baseline","R-14_C1D1","R-15_Baseline","R-16_C1D1","R-16_Week_8","R-17_Baseline","R-17_C1D1","R-18_Baseline","R-18_C1D1","R-19_C1D1","R-2_Baseline","R-2_C1D1","R-2_Week_8","R-20_Baseline","R-20_C1D1","R-23_Week_8","R-24_Baseline","R-24_C1D1","R-4_Baseline","R-4_Week_8","R-5_Baseline","R-5_C1D1","R-6_Baseline","R-6_C1D1","R-6_Week_8","R-7_C1D1","R-8_Baseline","R-8_C1D1","R-9_Baseline","R-9_C1D1"
"MIA",-0.744820787286093,-0.922036017826153,-0.165491104906973,-0.381453846743609,-0.756453040808784,-0.333123662944579,-0.483863198671732,0.105385004081897,-0.298115753904938,-1.4377513184989,2.80805028621614,0.164214628128056,0.788153753750397,0.88561792395993,-0.73295695727572,-0.351718063617812,-0.0285235680732384,1.35824819512481,0.560096896458588,0.00502532219271985,-0.626221439349846,-0.964843901823745,-0.610135546581551,-0.948818251653297,-0.476026146177121,-0.782400575756633,0.199546292059361,2.27023821648858,2.6300698607719,0.35416096969804,0.49437905289469,0.53685801309536,0.0756891032475203,0.0513407522100865,0.14415955940931,-1.4377513184989,-0.948729329387752
"MKI67",1.09226925414418,1.75343623695504,-0.11715106489983,0.204052708749149,0.568478689408913,-0.336854019329957,-1.3247972779161,0.462777695231347,0.435156016498037,-1.35740823030011,1.54259756847154,-2.03002843444946,-0.259108321910175,-0.599364937385267,1.06891350553244,1.24548469491113,0.189518813468131,0.702961124116194,0.411564009096649,0.744300444673979,-0.629128710858763,-0.732069193124502,0.980288627538135,-0.345675174483435,-1.25942560219101,-0.751160229532743,-0.207634238032914,0.356771200407801,0.114083501179928,0.898475637284518,0.878497206609682,0.445301462127923,-2.05741630316812,0.694902020913197,0.412907155347031,-1.95109071657751,-1.24442511850505
"MLPH",1.35508759436088,1.08489413018077,-1.33510741861966,0.369744677485801,0.232419598124712,0.490751926758097,1.19400975788852,-0.218758851848803,-0.174114430259471,1.85593836034454,-0.96324967616379,-0.545645734147466,-0.912685070359085,-0.837171696961373,1.00010317047193,1.19999106389706,1.21776370942383,-0.857296680451846,-0.703688993141527,-2.03365521455148,0.504002288183055,0.581019939048351,1.13091416509879,0.761949444137316,0.61876180236297,0.652605400879035,0.342042186548579,-1.72237670583299,-1.83149734815985,-0.992811286946768,-0.776460643528954,-0.598296570734493,0.6905063771635,-0.750467324801189,-0.854099757225591,0.308042490497083,0.516835320879536
"MMP11",1.55971711913784,0.891370230792855,0.273131389421697,-0.0770465203119695,-0.487863529273746,-2.38093393159423,0.582957161724617,-1.52663767256181,-1.10780619058588,0.609989810376807,-1.52286951727882,-1.50512949831224,-1.16919065179723,-0.448653845446383,0.301928432446228,-0.172176097912244,1.6518399944045,0.334708101493538,1.13804010980464,-1.88939396576526,1.51562634415489,0.628010473898568,0.110309779570904,-0.230701696637178,-0.0531030233873721,0.820590334677455,0.171670530428381,0.678106135490381,-0.444440182714493,-0.430399361893671,-0.441784242188055,0.269893638657863,1.05703549814165,-0.650725275443984,-0.126073807964927,0.671643034456743,1.39836089198995
"MYBL2",-0.161959236031,0.491156519877631,-1.67452771033105,0.626733260388127,0.996247783643358,-0.893091535409352,-1.31125106385215,0.454774228690944,0.119707566553714,-1.54753044128025,0.477036962176157,-2.01128570625046,-0.532303657212663,-0.552342301760287,0.754297568339496,1.01283450654914,0.10312503537866,0.490013737899199,0.721980572906317,0.610248892982443,-0.526886421731219,-0.519630873893682,-0.116716054734585,0.133191218696764,-0.575194613922822,-0.235813677904858,0.279980808477686,0.772714823632733,1.07769871980302,1.82345229560597,1.77701219383245,1.45053395070788,-1.5394592253097,0.446104103561625,0.55917764735112,-1.7121147683359,-1.26791510909443
"MYC",0.300359481563986,0.693885478245222,-1.35410175454143,-0.14136177229932,-0.494687324436756,-0.761712525481888,0.420843364951743,0.363580132327766,0.115452353528097,-0.411666307478598,1.82540215122199,-1.63256165031489,-0.0865938286305097,-0.29817415969918,0.257343387098015,0.653884277316201,0.967372095138154,0.814849738099892,0.786492377548518,-0.50046991291266,-0.0708718180152509,-0.619031028560105,0.252815110401493,-1.24573499108512,-1.30833774225556,-1.22291162739553,0.468653569746763,2.17677475916368,1.68549548080819,0.942302471369481,0.758129068001501,0.138229805988495,-1.37698847952291,0.434524875527036,0.883464171862209,-1.62345218719945,-1.79119704007929
"NAT1",0.212044472193446,0.417320529580589,-0.309149332897361,2.13727342659984,2.58090972059532,0.894814946277277,1.37101179850381,-0.588774903197753,-0.74136489701419,-1.4684306751361,-1.19435114645272,-0.450040983330178,-0.286586189529437,-0.30470021023891,0.609043480646735,0.746702318158152,-0.286956726282004,-0.789913214419333,-0.845710097456774,-0.281580704781264,1.93882315121192,1.35359203234305,0.296124556458556,-0.235022002741976,-0.410986988396128,0.613940314041403,0.619230549186634,-0.996202862536052,-0.684124156357489,-1.1632856257333,-1.23323496276603,-1.09768195706883,-0.436999662499806,-0.751847046702339,-0.670366636613224,0.560503898581116,0.875975787773348
"NDC80",0.189223059680711,0.103948126154475,-0.393595347896219,-0.393969911382068,-0.217943617945942,-0.460061581431208,-1.23799983002715,-0.131066807926801,-0.249555028389045,-1.77615625615167,0.509473563663605,-1.61775203898864,0.733736153243227,0.406661374882839,0.689279062526266,0.785524126257975,0.545748540204148,0.369619802712272,0.335237158968089,0.158979527886719,-0.105561150559841,-0.118206068716757,0.562653598832442,0.814947907592711,-0.0373574769726396,-1.44048381279835,-0.736226415077977,-0.193757700760535,-0.338464499445521,2.47284120507314,2.33494415138248,1.91252589394876,-1.79583756928126,0.34778066618433,0.371412218035394,-1.14402674294296,-1.25651428053498
"NUF2",0.731233061944172,1.35829090684843,-0.798012970997625,-0.201814371853208,-0.0282719183029746,-0.746022850978555,-1.45097071860668,0.140878375132712,0.105478268010122,-1.76736304908528,0.306307764503052,-2.01601148847231,0.931273827875107,0.57100215159979,0.896553261618863,1.13863010872165,0.484340426717494,0.529567278797795,0.481883672392476,0.0820723457298047,-0.437981326249415,-0.451155104672548,0.276194461253092,-0.34162687910086,-1.04236759688024,-0.614693493746614,-0.0882850665321134,0.983205076107813,0.538088449971826,1.60059317098323,1.33980989499645,1.17605933608365,-2.10588538924715,0.758250737054155,0.640326685116131,-1.53644240307201,-1.44313463366021
"ORC6",-0.559515290179491,-0.426705874452683,-1.20365116629346,-0.17477706505113,-0.0497505170752583,0.514016230044745,-0.109583511239593,0.148782188349656,0.00787725872448749,-1.94516083979822,0.85541679734433,-1.54747391584269,0.235146518067187,0.176774359291218,0.732374336497111,1.11734404011186,0.919638655069484,0.0653628949223505,0.190355284449559,-0.0223209500199311,0.529694266176516,0.465312334939638,1.14021488625232,-0.831388080041472,-1.57626614215803,-1.178876485183,-0.531348539329588,0.597059863328608,0.0326599216526858,1.75336427851013,1.57888737555094,0.752926827736766,-1.47062262017818,1.49537373030534,1.36655259201635,-1.45598649664406,-1.5917071458545
"PGR",0.609514186386207,1.04691659034463,-0.536822548281019,1.03453035734379,1.16620589008607,1.66931788809454,2.11859053588981,-0.926707085280902,-0.779274164751927,-0.270561399426473,-0.222083089309062,-0.100746645547256,-0.673281089973833,-0.416410302326371,0.997694684120341,0.76515843064392,2.40423555072232,-1.14970630018632,-1.11547287910034,-0.856294846837007,0.610435864307718,-0.218916870317423,-0.599624916383714,-0.355286163476924,0.136752844631003,1.08245282185449,1.34111018240879,-1.23041487471008,-1.32726232381571,-0.819202366877031,-0.862323822572762,-0.72908687281089,0.309607148965467,-1.20329629201073,-0.896051665420132,0.305668945172974,-0.309365401556172
"PHGDH",-0.902365027058967,-0.101397846833063,-0.993730088539987,-0.470083573605594,-0.197997620688677,0.83619604186202,-2.08951048203076,0.220754329997023,0.530823046261645,-0.141896938947322,1.05840894707049,-1.42555659393794,1.08995524082225,1.0325964520346,-0.615098194367566,-0.0837449669392522,-0.122766430439303,-0.270309800902386,-0.125896852279596,-0.602165035081517,-1.21972805097326,-0.639516432387888,1.19541902107352,0.595837261326603,0.409118558953919,-1.64401757283271,-1.28405650902183,0.75327249590133,0.26848461299166,0.617818544593779,0.590842297200928,0.503778201894173,-1.06505555581478,2.01613568221906,2.64837891186392,-0.457371655960736,0.0844455825762173
"PTTG1",0.514152110017188,2.06395028569327,-0.279650997925325,-0.332321495565405,0.219663676840591,0.117772523695936,-0.942351744452381,0.224386059623134,0.105539929223555,-2.3379070334687,0.663556858732427,-1.39861240266462,0.812101368287145,0.0624788424709921,1.06763953086531,1.08552022103009,0.38322805787475,0.457137366838283,0.390167177307335,0.600118105472143,-0.154410812003438,-0.26510054272573,0.464127412974867,0.124917463225569,-0.85308492571124,-1.4489716123058,-0.0922543639940645,0.0443641787579746,-0.0111513155568868,1.33430993373227,1.45333817318429,0.909264953284135,-2.10626549609238,0.209667405781592,0.37238732109003,-1.93404366403422,-1.52366254950271
"RRM2",0.77976756751579,1.41024130763451,-0.630119642857049,-0.439094621717782,0.317127399898457,-0.52430502641187,-1.63069723650381,0.279097445569887,0.32428088385909,-0.723696543079407,0.757201857534878,-2.6313604313501,-0.198240946550565,-0.211182648098365,1.2996498710384,1.59345567209484,1.09751100499531,0.668052199082055,0.583181518101669,0.314101823377438,-0.772209726791954,-0.300940906919794,1.48116561196708,0.516661609945139,-0.388850522358158,-1.1125645369424,0.18192294236926,0.151341874150251,-0.279388734165946,0.809147944825113,1.03982683947366,0.230891156094609,-1.46827892611244,0.553512991119302,0.389511258279991,-1.94525736797151,-1.5214629610956
"SFRP1",-0.690685587100694,-1.04766405244736,0.204087868695192,-0.626635984452301,-0.955734467365574,-0.571733768050869,-0.554598554245799,1.09053953628566,0.704383106612426,-0.283735388920104,0.850548148428933,-1.08675377510508,0.687408090024628,0.414753530473749,-1.02949462262307,-1.19922950259358,-1.36128679179938,0.961907904671761,0.787667372105571,-0.130849872693963,-0.980248759426169,-0.137247378108656,-1.26519877546508,-0.744286559982737,-0.49205024638277,-1.00551068174144,-1.05560003007691,2.06283998712091,2.23382919354838,1.14705360855645,1.11355526791403,1.2832102489588,-0.193040320866821,1.20576150580502,1.215784021211,-0.00823372845629625,-0.54351054250786
"SLC39A6",0.623035207523996,1.05702699403873,-0.834888493784087,2.05996600187909,2.37231203276766,-0.170443707202764,0.502320266022062,-0.770152331811481,-1.10827362780258,-0.548137190284605,-0.729848894869256,-1.41052772353349,-0.754941063340572,-0.98056141453793,-0.275702457172758,-0.246454374744359,2.08942148127999,0.215042096848547,-0.316089229494839,-1.01098433530692,0.0550455084903605,-0.213121664676232,2.33301923953882,0.501375205073594,0.157944000072764,1.5679806114043,0.852245257158362,-0.324361462910395,-0.409018616689937,-0.576222181676077,-0.803086699573889,-0.687455408498914,-0.400607524611123,-0.453834072685628,-0.221188544145835,-0.740258659328032,-0.400574223416589
"TMEM45B",0.206411367984586,-0.639202347936702,-1.63688684032244,-0.687718614427616,-0.34983644945244,0.695696472215304,1.33719177550262,-0.20469006215253,-0.293745617865588,2.34825016797028,-0.282503932237536,-0.350238532888591,1.22852600753457,1.00461053077539,-0.885718601705837,-0.98265044388783,1.75283044065543,-1.17005297213227,-1.21630740329079,-1.21012008929689,0.501868643530461,0.668879131928591,-1.32131629225023,0.640953477005117,0.90074870681388,0.460774203199307,-0.130285669926678,-1.3743825440315,-1.16910009917296,0.29361835509529,0.645157126043955,1.22799905938702,1.1843230409431,-0.390636357908993,0.737887681930821,-0.935167917208171,-0.605165400420161
"TYMS",0.251856372170482,0.395598776165373,-0.721497087838616,-0.273617614855501,-0.00325863053221192,-0.221112769772039,-1.42276897333781,-0.012525153561588,0.0370255777708783,-1.2645137106035,0.999357899137157,-2.06129865691734,0.603493052289821,0.459004575831958,0.474399415228574,0.721726725865721,0.232581129353227,-0.249693948779119,-0.0612504336719372,-0.161846663713747,0.285781843750674,0.237520991083437,0.8352584073733,0.23605881099846,-0.583424317686959,-1.28320539383295,-0.676184252327931,0.00323193279921758,-0.236517993968377,2.41519347292851,2.40783032185367,2.00945253660623,-1.90603862617422,0.309116824073121,0.17206387520091,-1.17465926549924,-0.77313904740762
"UBE2C",0.300534882981867,1.21281074435643,-1.20929937445823,0.617057560221334,0.867694487282132,-0.106357322407234,-0.902411673201308,0.13996235848634,0.017955217803687,-2.08390729009135,0.199502192876196,-2.29419834997154,-0.0577308560031921,-0.507442804203859,0.992984296440608,1.10749599648559,1.58019864741995,0.473083545288889,0.496588774838596,-0.29560501154713,-0.0611286916757706,0.0273908819162902,0.88299475345483,0.0225548858079264,-0.872356113321874,-0.606452329255335,-0.121301372697418,0.712332019128678,0.637036132423169,1.40567477383194,1.21875847697247,0.899258384020219,-1.97845840163527,0.110338908647361,0.222813614483481,-1.73553116467886,-1.31284078001961
"UBE2T",-0.272070891693682,1.07324444158078,-1.52443418043976,-0.0463651493521028,0.257065827112485,-0.201478617171875,-0.826280269497101,-0.177999517823863,-0.364994476643002,-1.52284064584601,0.908827817860753,-2.42382117421375,0.481356943673227,0.203205005172912,0.771932523148721,1.09025680056433,1.15711408605572,-0.158322065050876,0.196515399714661,-0.93016379858424,0.0195921397454516,0.216498643249882,1.27507139057374,0.276568702300052,-0.73955187577068,-0.499826042647413,0.659756289068162,0.315600743579723,0.265160473405359,1.66509908677641,1.46561937937193,1.15506819066018,-2.34517410612836,0.399498852116635,0.51806992338576,-1.37103581473539,-0.966764033518748
